Palm_Position_X;Palm_Position_Y;Palm_Position_Z;Valid;Thumb;Spread;w01;w02;w03;w11;w12;w13;w21;w22;w23;w31;w32;w33;rock;paper;scissors
24,639833;256,77875;5,316203;1;110,890144;48,08178;59,640358;71,29953;51,991947;85,139084;118,258224;85,35074;84,162415;119,59967;88,17449;75,62574;114,92496;81,8607;0;0;0
24,277172;264,51123;8,874043;1;110,70706;47,732834;58,34647;72,63169;55,110302;84,80966;119,285675;84,89145;83,91329;120,34184;87,28543;75,468834;115,934265;81,15765;0;0;0
23,654701;269,02466;12,23943;1;107,33786;50,77214;56,42216;71,097404;57,36982;84,47013;120,876045;87,95531;83,76832;121,784134;89,78971;75,53807;117,508095;84,118904;0;0;0
23,301538;273,99872;15,586315;1;102,90857;54,278618;54,526672;69,150116;57,89551;84,047966;122,42483;91,20126;83,5452;123,29165;92,708435;75,49643;119,168045;87,5058;0;0;0
22,474308;279,32016;18,70648;1;97,47423;58,77664;52,013103;66,55862;59,449413;83,59542;124,52346;95,426285;83,23017;125,20133;96,72737;75,271996;121,11903;91,85956;0;0;0
21,472902;284,82266;21,459362;1;96,63856;58,864326;50,87196;67,3366;60,1032;83,14043;125,40919;95,19371;83,00559;125,90798;96,34335;75,1279;121,79136;91,80498;0;0;0
20,395359;290,23468;24,316248;1;90,68445;64,13323;48,496094;64,05394;60,24318;82,772736;127,39147;100,09705;82,891266;127,79329;101,36005;75,06354;123,50384;97,18149;0;0;0
19,073166;295,92734;27,415861;1;101,99131;51,72271;52,034496;72,23837;49,4239;81,86874;122,62426;86,98615;82,01899;123,205414;88,52462;74,33461;119,30949;85,05839;0;0;0
17,701532;301,68002;30,712843;1;111,72219;41,594597;57,174347;76,95751;42,999653;81,1293;116,60051;75,922005;81,188545;117,39904;77,5413;73,43611;113,84155;74,71759;0;0;0
16,339706;306,68863;33,709866;1;112,03455;39,652626;57,23695;77,501396;41,286343;80,2061;114,97409;73,52737;80,32206;115,979675;75,651535;72,64986;112,38755;73,34817;0;0;0
14,759534;310,8716;36,590008;1;109,77387;39,460426;54,63447;77,74308;40,977085;78,28109;114,799965;73,14592;78,71929;116,25807;76,233376;71,39546;112,706245;74,58221;0;0;0
13,133663;314,14047;39,477913;1;105,922775;40,064686;50,621666;77,56588;42,58539;75,390396;115,318924;73,560684;76,50615;117,58844;78,221405;69,561806;114,08435;77,369026;0;0;0
11,382461;317,58215;42,28703;1;101,23286;40,686867;45,88569;77,01741;44,539326;71,88712;115,4658;74,120445;74,17125;119,21721;81,15335;67,68391;115,86617;80,995186;0;0;0
9,580903;320,4917;44,783184;1;97,04026;41,776936;42,083527;75,28151;47,52302;68,94722;115,11543;75,775734;72,30367;120,4829;84,54198;66,19277;117,2314;84,89761;0;0;0
7,4911737;323,6345;47,08585;1;93,07288;41,933327;38,21191;74,30549;49,52975;66,01477;114,6237;76,49643;70,600365;121,72868;87,333176;64,85964;118,68287;88,13264;0;0;0
5,502087;326,28452;48,48616;1;89,57991;40,968975;35,85042;72,318565;52,71721;62,78668;111,62687;76,64526;69,46381;122,73017;90,81382;64,18221;119,95081;92,27068;0;0;0
4,0215187;327,69357;49,8102;1;83,07063;43,517117;33,253044;67,47103;54,899406;58,5628;109,38569;79,73787;68,934105;125,233734;98,08909;64,02064;122,52272;100,02155;0;0;0
2,0323548;329,7587;51,092995;1;74,00247;46,0676;30,052519;61,90012;50,30627;53,248577;105,94347;84,257614;68,41508;127,13311;106,655914;64,008736;124,91625;108,83703;0;0;0
-0,12352486;332,04398;51,893986;1;51,671272;45,35418;24,652073;44,66727;47,661922;38,85739;87,58757;90,9023;68,66196;133,73727;127,7934;66,16956;129,32927;130,09259;0;0;0
-1,6653664;332,29926;53,101788;1;37,594143;24,677025;20,714117;33,737583;37,049026;31,186726;58,244274;50,159184;69,91427;138,49194;142,13628;66,97084;132,71652;142,1438;0;0;0
-3,431578;331,50375;53,86116;1;24,670218;21,75384;17,02496;21,034067;24,543938;27,582413;42,610832;36,299088;71,90937;142,46452;156,72284;67,97393;135,89738;154,07495;0;0;0
-4,594707;330,187;55,281242;1;19,07015;19,425999;12,661383;13,48418;13,444579;23,578907;32,178802;27,667599;73,23986;145,84073;163,93918;68,2872;138,39426;159,66739;0;0;0
-5,574973;328,89905;56,15789;1;19,076775;11,764068;9,544807;10,411402;9,574625;20,378126;20,41078;17,504456;74,28755;148,0618;165,29643;68,44429;140,03029;160,86658;0;0;0
-6,3859944;326,98862;56,645924;1;19,768076;8,908783;7,6799192;10,033269;8,293063;19,15783;16,217161;11,382679;75,14773;148,84975;165,34364;68,78833;140,73163;160,99341;0;0;0
-7,191325;324,21384;56,711445;1;20,469912;9,233631;6,2017217;9,827192;7,4519825;18,170393;15,933544;10,665626;75,743965;148,9961;165,2384;69,20686;140,87209;160,84575;0;0;0
-8,10673;321,58295;56,72509;1;21,97694;10,976086;5,4016733;9,693593;6,6454372;17,60718;15,801419;10,140882;76,1109;148,37816;164,6566;69,695045;140,44072;160,16489;0;0;0
-8,907723;319,23438;56,98932;1;24,030422;12,3398;5,097583;10,064212;5,9481773;17,117691;16,057316;10,20419;76,22287;147,62367;163,95407;69,926445;139,76321;159,16016;0;0;0
-9,729881;316,95694;57,23224;1;24,988373;12,338042;5,5315866;10,869136;5,663512;16,80195;16,869656;10,741291;75,833244;146,37318;163,86038;69,82368;138,542;158,41245;0;0;0
-10,613473;314,99957;57,46249;1;26,458923;12,643578;5,9513407;11,300487;5,8308244;16,706415;17,191214;10,927118;74,95407;145,11194;163,51755;69,539375;137,24577;157,4767;0;0;0
-11,529736;312,97424;57,435673;1;29,3705;13,79779;5,6434054;10,01995;5,3544884;16,690393;17,571863;12,573818;73,69548;143,94572;163,20831;68,90983;136,37048;157,01146;0;0;0
-12,297084;310,56882;57,36705;1;33,16972;15,12528;4,4777656;8,61933;5,1872735;16,637348;17,647362;13,766553;72,194214;143,25809;162,60402;67,81393;135,93028;156,38075;0;0;0
-13,041207;308,22333;57,133633;1;36,219795;16,081017;3,5644722;7,645677;5,3645067;16,89006;17,863094;14,58948;70,67852;141,78769;161,65778;66,79083;134,66077;155,18991;0;0;0
-13,5402975;305,40158;56,74722;1;38,276306;16,233856;2,6126192;7,3748283;5,7568045;16,73897;17,776339;14,646436;69,46818;140,45721;160,90776;65,74606;133,77167;154,21791;0;0;0
-13,993841;302,62592;56,213123;1;40,810726;16,920513;2,1207106;6,342668;5,3937225;16,633593;17,87615;15,28712;68,84688;139,63112;160,25673;65,05162;133,21356;153,42326;0;0;0
-14,405923;299,58508;55,564415;1;42,777355;17,292353;2,169523;5,259746;5,0373454;16,4977;17,83514;15,593769;68,46818;139,14467;159,82219;64,449295;132,81189;152,83566;0;0;0
-14,682881;296,22964;54,598743;1;44,234592;18,485388;2,9627316;4,652232;4,560121;16,706522;18,698875;17,0137;67,96839;138,60056;159,14651;63,80807;132,26875;151,93692;0;0;0
-14,946679;292,5854;53,46679;1;45,11669;19,647076;3,7868764;4,429034;4,158312;16,96576;19,565535;18,0791;67,266495;137,68962;158,41026;63,073444;131,32843;150,84393;0;0;0
-14,981862;288,45395;51,990196;1;45,25226;20,681372;4,1763105;4,4994097;3,8691819;17,20602;20,312687;19,016897;66,996;137,07458;157,79298;62,70233;130,55551;149,89964;0;0;0
-14,986461;284,02066;50,299213;1;44,879967;21,472034;4,5589614;4,7988143;3,5640326;17,459084;21,133387;19,963354;66,77143;136,45966;157,07547;62,413395;129,78053;148,94064;0;0;0
-14,937203;279,91968;48,58588;1;44,60964;22,12134;5,060125;5,015166;3,2060122;17,573627;21,867805;20,74425;66,56996;136,26079;156,61568;62,060993;129,31711;148,33093;0;0;0
-14,922958;275,77075;46,740116;1;43,644634;22,874048;5,0643435;3,0869892;2,9204738;18,274918;22,665575;21,831137;67,27755;136,43207;157,56546;62,793995;129,33803;149,27458;0;0;0
-14,84286;271,08276;44,688667;1;43,324703;23,645226;5,246728;1,9670224;2,314607;18,898592;23,44917;23,376675;68,087494;136,87173;157,94164;63,650444;129,47906;149,59515;0;0;0
-14,641635;266,45923;42,839252;1;43,35904;23,64921;5,5704217;1,1381483;1,8587797;18,942217;23,506277;23,24361;68,88067;137,63359;158,14058;64,390144;129,88399;149,75362;0;0;0
-14,334912;261,54733;40,97474;1;43,501923;23,122309;5,7306657;0,92746234;1,6421098;18,627918;23,009672;22,213516;69,38732;137,92221;158,09326;64,930786;129,95511;149,63298;0;0;0
-13,91373;256,95007;39,16544;1;44,027313;23,1271;6,210346;1,2541381;1,6548122;18,557728;22,963575;21,913742;69,53249;138,22641;157,69539;65,09235;129,98834;149,14757;0;0;0
-13,501182;252,4685;37,134865;1;44,48718;23,68874;6,9090443;1,8522404;1,8494912;18,654713;23,393177;22,015518;69,33833;137,99188;156,88454;64,98355;129,5461;148,18552;0;0;0
-13,031846;247,83174;35,10142;1;45,307144;24,418013;7,8829923;2,3286016;1,9445072;18,936724;23,997326;22,403034;68,68927;137,28398;155,90558;64,57441;128,7283;146,98462;0;0;0
-12,51169;243,78072;33,38764;1;45,693516;25,472336;8,871813;3,193163;2,129184;19,153105;24,6944;22,741388;67,81103;136,34235;154,684;63,847385;127,81812;145,56882;0;0;0
-11,935499;239,80078;31,739367;1;46,18701;26,40453;9,801788;3,8948574;2,2030928;19,416334;25,290314;23,10738;66,73945;135,28882;153,52438;62,942303;126,72687;144,1525;0;0;0
-11,276302;236,0271;30,121273;1;46,905598;27,121662;10,669813;4,706777;2,3559263;19,738983;25,645245;23,441015;65,405945;134,26442;152,29385;61,89178;125,70611;142,68695;0;0;0
-10,586344;232,39325;28,52806;1;47,20805;27,565548;11,406861;4,9395523;2,3953087;20,043053;25,893175;23,688757;64,33093;133,6721;151,55917;60,96661;125,10892;141,83447;0;0;0
-9,882602;229,398;27,141506;1;47,21021;27,854132;11,917189;5,5069447;2,5396008;20,236593;25,988895;24,01189;63,388386;133,28986;150,80177;60,125534;124,71752;140,97311;0;0;0
-9,152076;226,47108;25,729958;1;47,02211;27,956625;12,311483;5,779029;2,8001614;20,38841;26,047985;24,256025;62,604893;132,97702;150,38483;59,440304;124,48684;140,50943;0;0;0
-8,431014;223,96098;24,579842;1;46,85464;27,835186;12,432636;5,771664;2,76902;20,363438;25,977272;24,41954;62,323776;133,20706;150,44632;59,065285;124,74804;140,72658;0;0;0
-7,8049817;221,75607;23,437181;1;46,85042;27,656527;12,476563;5,8474407;2,8453066;20,31188;25,839193;24,452505;61,97034;133,17189;150,48384;58,667625;124,82578;140,85112;0;0;0
-7,226236;219,67786;22,334717;1;46,946323;27,670673;12,507887;5,8270917;2,8126469;20,249405;25,82917;24,402683;61,726345;133,10204;150,45862;58,366665;124,87157;140,95932;0;0;0
-6,6640496;218,12242;21,330194;1;46,62949;27,526838;12,436792;5,667041;2,8413825;20,175203;25,817238;24,55468;61,89447;133,58766;150,83032;58,31389;125,411156;141,57314;0;0;0
-6,1199956;216,76595;20,422113;1;46,437717;27,464294;12,227258;5,672606;2,816055;20,137789;25,79586;24,614317;61,964455;133,77608;151,14839;58,295677;125,72186;142,06139;0;0;0
-5,617094;215,79202;19,685472;1;46,2247;27,335558;12,023262;5,4360285;2,816611;20,0968;25,863693;24,894098;62,273746;134,35838;151,77473;58,35061;126,317245;142,86467;0;0;0
-5,241185;215,18748;18,999443;1;45,910316;27,344666;11,872619;5,380737;2,9802554;20,11084;26,011915;25,298971;62,513313;134,81659;152,20497;58,429802;126,78324;143,45573;0;0;1
-4,8216357;214,8489;18,432379;1;45,754032;27,298885;11,794848;5,2066526;3,0126593;20,082315;26,009098;25,322344;62,70826;135,09941;152,56412;58,491062;127,10722;143,93774;0;0;1
-4,4505105;214,58678;17,91203;1;45,52919;27,170584;11,664119;5,258777;3,0510771;19,947844;25,80159;24,863884;63,01647;135,4402;152,81537;58,693176;127,421555;144,27301;0;0;1
-4,0168796;214,48174;17,442558;1;45,38788;26,937595;11,5426855;5,2743664;3,0765076;19,80506;25,548643;24,364962;63,403656;135,86368;153,16415;58,891823;127,75176;144,64577;0;0;1
-3,76421;214,456;17,07545;1;45,30345;26,746439;11,302317;5,417757;3,162793;19,641224;25,317257;24,00028;63,816372;136,20335;153,3499;59,146072;128,01552;144,89784;0;0;1
-3,505308;214,4908;16,75906;1;45,37782;26,616354;11,148252;5,414139;3,2357955;19,578623;25,215715;23,874937;64,21419;136,64958;153,57361;59,410748;128,38489;145,20448;0;0;1
-3,3623524;214,6448;16,519554;1;45,55775;26,65368;11,077307;5,2515063;3,1864731;19,609968;25,250404;23,852499;64,57283;137,01935;153,76161;59,68375;128,71873;145,4883;0;0;1
-3,1462548;214,90211;16,303507;1;45,54647;26,767292;11,026874;5,1123977;3,03738;19,678732;25,406801;24,049871;64,92973;137,19272;153,83821;59,963924;128,90721;145,64925;0;0;1
-3,1046944;215,13408;16,235094;1;45,57562;26,84156;10,979493;4,8603883;2,8627963;19,712788;25,55078;24,292145;65,25769;137,30606;153,9847;60,20488;129,05463;145,88039;0;0;1
-3,0564566;215,3931;16,155;1;45,650536;26,916689;10,949077;4,6674495;2,742882;19,739935;25,687317;24,564327;65,50146;137,37791;154,08092;60,38254;129,15193;146,04439;0;0;1
-3,063334;215,57391;16,04766;1;45,738754;27,009161;10,963415;4,4754906;2,6476717;19,792234;25,828732;24,827187;65,66423;137,45053;154,1631;60,51292;129,24051;146,18295;0;0;1
-3,0979052;215,86378;15,947755;1;45,874405;26,979382;11,011794;4,2082644;2,5134156;19,769045;25,865805;24,911259;65,80634;137,57918;154,31848;60,581886;129,37454;146,40427;0;0;1
-3,1817667;216,07014;15,92832;1;45,967915;26,936222;11,06815;4,007901;2,4683104;19,740988;25,880505;24,948965;65,83705;137,59789;154,421;60,575027;129,39314;146,54002;0;0;1
-3,2883117;216,24962;15,834396;1;46,00189;26,915665;11,110018;3,8433352;2,4218814;19,702032;25,906185;24,993805;65,86234;137,52681;154,4854;60,56743;129,32378;146,6194;0;0;1
-3,372794;216,3664;15,737348;1;45,96219;26,910337;11,188258;3,7319782;2,4297886;19,672838;25,940268;25,009596;65,87726;137,51035;154,5224;60,55982;129,27943;146,65175;0;0;1
-3,4405332;216,40532;15,628837;1;45,913963;26,833437;11,221598;3,6135714;2,4340544;19,624657;25,905691;24,929348;65,8853;137,48923;154,60188;60,54449;129,23213;146,72282;0;0;1
-3,481932;216,45723;15,490711;1;45,865253;26,764963;11,243652;3,507215;2,4223664;19,587976;25,865562;24,852844;65,86202;137,47647;154,67555;60,50007;129,18648;146,79626;0;0;1
-3,4807532;216,46959;15,345079;1;45,810635;26,787136;11,312471;3,4650934;2,4305134;19,60316;25,895372;24,845774;65,79553;137,45596;154,66626;60,428925;129,11594;146,77396;0;0;1
-3,4536307;216,43855;15,224099;1;45,792614;26,81837;11,386381;3,3907285;2,414678;19,626171;25,929718;24,84948;65,694885;137,37648;154,64554;60,32615;129,0118;146,74199;0;0;1
-3,4264235;216,4674;15,08454;1;45,78872;26,866388;11,448178;3,4020271;2,4279354;19,664711;25,974817;24,951555;65,55521;137,30412;154,59526;60,19585;128,91612;146,68031;0;0;1
-3,381187;216,43607;14,92814;1;45,782703;26,87325;11,490034;3,4062257;2,429305;19,688416;25,97717;24,995083;65,41252;137,25015;154,57663;60,056248;128,84341;146,6519;0;0;1
-3,3077843;216,38802;14,783735;1;45,740025;26,91245;11,510451;3,4726565;2,4479263;19,721777;26,014868;25,14316;65,30385;137,24834;154,54274;59,944485;128,80673;146,60931;0;0;1
-3,2415247;216,30922;14,619156;1;45,714035;26,912073;11,49545;3,4863863;2,442002;19,76134;26,02129;25,257063;65,181114;137,19989;154,57088;59,81619;128,7499;146,61842;0;0;1
-3,1651032;216,24298;14,453123;1;45,752766;26,934881;11,546046;3,4610791;2,4142728;19,81698;26,039787;25,31764;64,98106;137,0717;154,57103;59,62636;128,62791;146,56393;0;0;1
-3,1019373;216,19308;14,325756;1;45,784885;26,936962;11,631778;3,4152954;2,3828561;19,886953;26,041973;25,344715;64,71335;136,88416;154,58319;59,38803;128,48355;146,50815;0;0;1
-3,0524485;216,06432;14,189963;1;45,830193;26,98797;11,702502;3,4219959;2,3620663;19,985977;26,082705;25,446508;64,43933;136,67104;154,56575;59,155033;128,3163;146,4108;0;0;1
-2,995134;215,9035;14,083244;1;45,870094;27,039669;11,75009;3,473333;2,3624804;20,079908;26,115627;25,509243;64,171906;136,41449;154,52263;58,94583;128,1163;146,27307;0;0;1
-2,9501603;215,79175;13,997638;1;45,776016;27,08172;11,767133;3,5906873;2,40485;20,172638;26,15244;25,653055;63,939217;136,18431;154,46225;58,766994;127,925156;146,11075;0;0;1
-2,893741;215,69754;13,9424095;1;45,64167;27,10025;11,753845;3,7439742;2,4713218;20,2175;26,168947;25,774593;63,75476;135,99063;154,37863;58,63134;127,7516;145,9339;0;0;1
-2,8505654;215,6015;13,937252;1;45,531235;27,113705;11,766078;3,8276107;2,5255349;20,246405;26,18353;25,776085;63,59538;135,81061;154,3147;58,524147;127,601585;145,78317;0;0;1
-2,7962427;215,5262;13,960954;1;45,435173;27,137165;11,8048525;3,8603659;2,5436056;20,258846;26,207922;25,779398;63,46043;135,65349;154,24338;58,430588;127,475235;145,65982;0;0;1
-2,7553556;215,50102;13,98357;1;45,372097;27,171564;11,86797;3,8936505;2,5503683;20,264399;26,233515;25,75327;63,313538;135,50404;154,16101;58,336113;127,35708;145,53394;0;0;1
-2,7209253;215,51733;14,011147;1;45,265896;27,2199;11,937201;3,951758;2,5760267;20,269012;26,277233;25,770681;63,17045;135,33069;154,05801;58,242504;127,21617;145,37904;0;0;1
-2,7117202;215,53442;14,029673;1;45,153534;27,256866;11,978407;4,0313835;2,6065435;20,260592;26,305315;25,771027;63,068226;135,17729;153,95561;58,181976;127,07919;145,22498;0;0;1
-2,692512;215,54315;14,037804;1;45,064735;27,303493;12,017244;4,082503;2,6253994;20,268854;26,34813;25,800976;63,00108;135,0767;153,88701;58,1552;126,99246;145,11331;0;0;1
-2,6903691;215,51038;14,050731;1;44,924454;27,333288;12,030294;4,1186085;2,639082;20,2636;26,384748;25,826097;62,994595;135,01833;153,83992;58,16861;126,94891;145,04428;0;0;1
-2,695374;215,54303;14,056856;1;44,774452;27,361153;12,027;4,14345;2,6492977;20,249918;26,42759;25,885908;63,02581;134,96771;153,80342;58,197712;126,909836;144,9916;0;0;1
-2,7191162;215,51128;14,078542;1;44,607197;27,37003;11,9926815;4,165417;2,6629312;20,236673;26,455315;25,92494;63,07964;134,91019;153,78899;58,248928;126,8641;144,95729;0;0;1
-2,7355542;215,49825;14,110313;1;44,473106;27,37849;11,946987;4,1765456;2,6652088;20,220928;26,47517;25,946426;63,154373;134,87514;153,7775;58,31922;126,83686;144,938;0;0;1
-2,749647;215,4813;14,114654;1;44,362705;27,380613;11,909348;4,1616545;2,6611664;20,217047;26,48694;25,93795;63,20897;134,83974;153,7879;58,374767;126,81146;144,94035;0;0;1
-2,7455266;215,46382;14,197101;1;44,23926;27,40729;11,895505;4,1767797;2,6761293;20,22979;26,529507;25,995247;63,25508;134,82326;153,76855;58,417572;126,78735;144,90224;0;0;1
-2,738271;215,39119;14,234318;1;44,153343;27,425938;11,901285;4,1165156;2,6535792;20,250263;26,5659;26,039173;63,303555;134,79906;153,78978;58,44937;126,76636;144,91154;0;0;1
-2,7318487;215,3968;14,281615;1;44,026558;27,440191;11,87408;4,102314;2,639156;20,249828;26,605467;26,151402;63,376457;134,79123;153,79492;58,50055;126,76237;144,92308;0;0;1
-2,7719607;215,44518;14,416796;1;43,826828;27,428139;11,830915;4,0337143;2,617933;20,192919;26,646135;26,335445;63,576263;134,93018;153,87674;58,621273;126,878235;145,06537;0;0;1
-2,7445624;215,56325;14,479428;1;43,617596;27,419834;11,763482;3,9730582;2,602711;20,109806;26,690405;26,561302;63,77274;135,01689;153,94731;58,7367;126,94725;145,20168;0;0;1
-2,7303693;215,66432;14,555163;1;43,473766;27,422184;11,69873;3,912815;2,5753427;20,020658;26,735441;26,776358;63,958897;135,07124;154,00993;58,85139;127,00006;145,33055;0;0;1
-2,7249427;215,70168;14,629836;1;43,364136;27,435692;11,634707;3,8713577;2,553973;19,941767;26,775185;26,944311;64,14435;135,11217;154,04822;58,975002;127,02754;145,42621;0;0;1
-2,7331915;215,71426;14,704717;1;43,284977;27,438953;11,589679;3,794831;2,5115457;19,889875;26,798925;27,069664;64,30185;135,14075;154,10333;59,08111;127,06374;145,54053;0;0;1
-2,7291849;215,77791;14,772153;1;43,20718;27,461727;11,554251;3,75395;2,4822276;19,858492;26,83628;27,190657;64,443306;135,18317;154,12773;59,187176;127,10402;145,6174;0;0;1
-2,7195172;215,8311;14,829052;1;43,106228;27,49819;11,514609;3,7473202;2,4685485;19,835186;26,889301;27,34596;64,56311;135,20906;154,12581;59,28071;127,126785;145,6603;0;0;1
-2,7253625;215,86583;14,874544;1;43,066635;27,541885;11,482626;3,723469;2,450803;19,824392;26,943813;27,497221;64,66036;135,21082;154,12737;59,363205;127,13776;145,70436;0;0;1
-2,7212048;215,87866;14,883113;1;43,025955;27,577013;11,456211;3,6944857;2,435903;19,82963;26,991213;27,615482;64,72653;135,17668;154,14;59,42434;127,12881;145,74864;0;0;1
-2,7002163;215,88399;14,905825;1;42,972248;27,59475;11,446957;3,6830733;2,4358227;19,840488;27,0215;27,713156;64,74291;135,13878;154,15152;59,450718;127,11382;145,77554;0;0;1
-2,6825805;215,91718;14,940292;1;42,87784;27,604298;11,409486;3,7146766;2,4649777;19,83125;27,049944;27,85702;64,76034;135,09933;154,14754;59,478428;127,08975;145,78027;0;0;1
-2,6533465;215,89357;14,984162;1;42,825718;27,613825;11,3929;3,6962872;2,475437;19,832346;27,075546;27,967062;64,76734;135,05325;154,16663;59,485676;127,06171;145,80429;0;0;1
-2,6314912;215,85352;15,003043;1;42,762177;27,603642;11,379477;3,7062857;2,5011592;19,845156;27,069649;27,948217;64,74069;134,99161;154,1753;59,483402;127,01465;145,79958;0;0;1
-2,5976195;215,81291;15,074556;1;42,69708;27,592577;11,371894;3,7314537;2,5233638;19,84726;27,063143;27,947693;64,70691;134,93498;154,17004;59,477703;126,97767;145,78374;0;0;1
-2,573787;215,77856;15,1185055;1;42,63378;27,585917;11,377868;3,7440267;2,5367477;19,855597;27,063412;27,979097;64,65483;134,84895;154,16954;59,45101;126,92049;145,76361;0;0;1
-2,5584593;215,7556;15,156558;1;42,595993;27,57756;11,385897;3,7545238;2,54299;19,85098;27,06131;28,027147;64,5922;134,75702;154,16704;59,40888;126,85635;145,7418;0;0;1
-2,54581;215,71051;15,21197;1;42,59682;27,59604;11,419443;3,7479467;2,5388303;19,87439;27,084759;28,104385;64,51933;134,69373;154,17189;59,35854;126,8232;145,73254;0;0;1
-2,5412786;215,69603;15,232607;1;42,61477;27,591196;11,448247;3,7391074;2,5402946;19,883781;27,086845;28,17657;64,444725;134,6531;154,19153;59,297256;126,80187;145,73875;0;0;1
-2,5401664;215,6867;15,300336;1;42,626095;27,590586;11,469013;3,7545764;2,5351267;19,898224;27,086544;28,210495;64,37417;134,60358;154,19406;59,24796;126,76712;145,71835;0;0;1
-2,5384114;215,6192;15,353161;1;42,651596;27,582245;11,506395;3,7358592;2,518783;19,922964;27,078554;28,212055;64,28793;134,5481;154,2127;59,1808;126,73862;145,72014;0;0;1
-2,538377;215,60028;15,396574;1;42,691177;27,581898;11,562262;3,7317162;2,5090506;19,964794;27,075172;28,191359;64,18208;134,49591;154,21986;59,10287;126,70299;145,69409;0;0;1
-2,5489838;215,55807;15,483847;1;42,697674;27,569334;11,598752;3,7295642;2,4991236;20,004133;27,057745;28,107214;64,10485;134,45163;154,22849;59,05088;126,677826;145,67424;0;0;1
-2,541761;215,50734;15,534846;1;42,682083;27,557354;11,616099;3,7410965;2,4955966;20,031849;27,045544;28,049763;64,04033;134,40231;154,22385;59,011627;126,65367;145,64877;0;0;1
-2,5496445;215,49483;15,603136;1;42,679157;27,547388;11,626186;3,7757428;2,4912794;20,048891;27,025301;27,951881;63,984154;134,35161;154,19936;58,98684;126,61066;145,59532;0;0;1
-2,556947;215,45992;15,657112;1;42,658836;27,553583;11,618457;3,821313;2,4948123;20,05647;27,026497;27,931599;63,948338;134,29869;154,16461;58,97984;126,56133;145,53596;0;0;1
-2,5596569;215,42908;15,715144;1;42,645443;27,5352;11,593266;3,8587422;2,5011592;20,051311;27,00579;27,869135;63,92748;134,25237;154,14864;58,99018;126,52868;145,50232;0;0;1
-2,5634856;215,398;15,759762;1;42,606247;27,514221;11,564408;3,8917894;2,5073338;20,038399;26,9855;27,80175;63,936104;134,2353;154,13962;59,01695;126,51542;145,48294;0;0;1
-2,5814955;215,33643;15,807137;1;42,56977;27,487722;11,540603;3,9061532;2,5141163;20,0348;26,955404;27,701683;63,917942;134,18448;154,14168;59,02897;126,47476;145,46153;0;0;1
-2,6005938;215,2626;15,824653;1;42,58252;27,460854;11,522341;3,9006348;2,5092065;20,029964;26,923525;27,620771;63,879604;134,14542;154,15694;59,01558;126,44241;145,46013;0;0;1
-2,6039515;215,19148;15,850897;1;42,592083;27,433321;11,496941;3,9032445;2,5098305;20,02762;26,889679;27,537249;63,83673;134,0857;154,15779;59,00207;126,400276;145,44893;0;0;1
-2,622573;215,14206;15,873341;1;42,568176;27,415487;11,460594;3,925756;2,521579;20,027193;26,866503;27,481691;63,7974;134,03732;154,14842;58,99001;126,36345;145,43164;0;0;1
-2,6372547;215,0699;15,873878;1;42,539417;27,42687;11,438401;3,9348738;2,538059;20,049717;26,880125;27,502481;63,75679;133,98347;154,13573;58,974113;126,32879;145,41435;0;0;1
-2,6464214;215,03195;15,887034;1;42,535442;27,449053;11,435473;3,9497755;2,5446057;20,07008;26,89882;27,512566;63,71945;133,93861;154,10233;58,95569;126,28745;145,37268;0;0;1
-2,6557097;214,99364;15,901697;1;42,522133;27,464533;11,434216;3,9894872;2,57055;20,096077;26,910126;27,513098;63,665695;133,9034;154,06165;58,922554;126,24325;145,3102;0;0;1
-2,6490679;214,93535;15,895449;1;42,495983;27,473394;11,419115;4,000859;2,5936704;20,119022;26,920786;27,545948;63,647728;133,91075;154,05995;58,90898;126,24779;145,30795;0;0;1
-2,6549861;214,90652;15,8852625;1;42,47066;27,475933;11,405964;4,0021315;2,615315;20,144297;26,926384;27,583742;63,634155;133,91959;154,073;58,89414;126,25448;145,31668;0;0;1
-2,667223;214,87639;15,873973;1;42,414616;27,471714;11,388855;4,0003204;2,6433804;20,175083;26,928638;27,613485;63,63324;133,94267;154,09772;58,891243;126,27732;145,33789;0;0;1
-2,682771;214,80785;15,852102;1;42,38511;27,461245;11,386934;3,9706922;2,6651354;20,204641;26,92728;27,640942;63,631573;133,9866;154,14095;58,876266;126,32327;145,38371;0;0;1
-2,68122;214,76027;15,872755;1;42,37516;27,44448;11,390169;3,9412386;2,6710777;20,229681;26,916698;27,646961;63,62739;134,00587;154,18175;58,859142;126,34662;145,42155;0;0;1
-2,6900709;214,72769;15,871852;1;42,37345;27,430971;11,389287;3,9152668;2,6695383;20,252533;26,906769;27,666084;63,63006;134,03067;154,21782;58,847046;126,375114;145,46324;0;0;1
-2,683611;214,70122;15,88534;1;42,36217;27,410398;11,396808;3,894807;2,669245;20,266478;26,889008;27,659397;63,619156;134,04372;154,24385;58,828304;126,39791;145,493;0;0;1
-2,6883204;214,67213;15,879279;1;42,34301;27,381662;11,397948;3,8656378;2,6684382;20,275951;26,867916;27,664768;63,613556;134,04868;154,28287;58,80787;126,420654;145,538;0;0;1
-2,6802373;214,65515;15,873066;1;42,321278;27,363886;11,39634;3,8572705;2,6644006;20,282286;26,853395;27,665775;63,606316;134,04701;154,29707;58,79976;126,43626;145,5582;0;0;1
