Palm_Position_X;Palm_Position_Y;Palm_Position_Z;Valid;Thumb;Spread;w01;w02;w03;w11;w12;w13;w21;w22;w23;w31;w32;w33;rock;paper;scissors
2,057243;183,48209;-23,20724;1;13,051109;5,127896;19,990053;5,805693;5,0608215;14,966598;10,25016;15,485723;11,68137;20,902683;40,86408;13,825069;52,79875;43,365604;0;1;0
2,066365;183,50104;-23,202272;1;13,111705;5,269237;20,069313;5,884465;5,1833816;15,052468;10,475666;15,7282;11,749302;21,301147;42,48861;13,896304;52,98265;43,4823;0;1;0
2,0904136;183,52625;-23,20049;1;13,128631;5,432422;20,09365;5,9907355;5,2912803;15,149264;10,7450285;15,90558;11,837311;21,669943;44,01834;13,949118;53,300564;43,708324;0;1;0
2,1157858;183,55966;-23,18113;1;13,128766;5,6240287;20,093065;6,064335;5,3457346;15,225576;11,001795;15,971405;11,915006;21,994465;44,85045;13,963843;53,105686;44,700794;0;1;0
2,1674747;183,59843;-23,16258;1;13,145804;5,9623313;20,074863;6,136671;5,4554963;15,333022;11,392383;15,874321;11,96148;22,05194;45,203453;14,037965;53,32856;45,670338;0;1;0
2,1974254;183,61116;-23,13524;1;13,170019;6,3697834;20,053453;6,199572;5,5519204;15,449253;11,851153;15,746229;11,996149;22,144972;45,429253;14,038908;53,50071;46,18776;0;1;0
2,2168834;183,58815;-23,087084;1;13,222079;6,5404696;20,024849;6,1577196;5,548743;15,532264;11,977271;15,502738;11,97286;21,993052;44,835697;14,031952;53,076363;46,458584;0;1;0
2,2366238;183,59264;-23,042412;1;13,229513;6,615654;19,983809;6,1255755;5,513382;15,60332;12,02641;15,337902;11,986039;22,000927;44,733677;14,014082;52,80381;47,41119;0;1;0
2,2881718;183,59467;-22,977291;1;13,16966;6,9060626;19,932924;6,1455455;5,523574;15,674377;12,344657;15,293594;12,047748;22,15354;45,345783;14,017296;53,011845;47,9305;0;1;0
2,3122034;183,62227;-22,928307;1;13,108528;7,2045665;19,895857;6,2027335;5,5778403;15,726574;12,704656;15,389719;12,104456;22,290766;46,053284;14,003811;53,152676;49,253883;0;1;0
2,3252058;183,65167;-22,891981;1;13,107008;7,4515347;19,905117;6,2241263;5,701005;15,795961;12,978121;15,492449;12,156007;22,402927;46,8763;14,017226;53,09774;50,917877;0;1;0
2,3429692;183,6582;-22,85585;1;13,18205;7,4666085;19,934196;6,206746;5,8048153;15,895509;12,982607;15,370392;12,150832;22,234571;47,012527;14,043033;53,045307;52,042004;0;1;0
2,3575869;183,6614;-22,81099;1;13,367306;7,2791495;20,020979;6,1277194;5,882399;16,012177;12,725323;15,162785;12,107095;21,972551;47,02647;14,081333;52,665207;53,130524;0;1;0
2,3442209;183,63295;-22,759962;1;13,578687;7,1064973;20,129187;6,020374;5,930752;16,132288;12,463024;14,938989;12,067382;21,762674;47,11596;14,108525;52,528965;53,41219;0;1;0
2,323695;183,60858;-22,74667;1;13,740524;7,0638866;20,21326;5,9481115;5,9367642;16,202381;12,3593445;14,896629;12,038451;21,609987;47,160843;14,163102;52,576126;53,30608;0;1;0
2,320272;183,60252;-22,72064;1;13,82334;7,040967;20,260464;5,8782997;5,867619;16,231413;12,270912;14,914075;12,025165;21,466408;46,864655;14,1973;52,28731;53,3466;0;1;0
2,3318675;183,59232;-22,68327;1;13,855792;6,9939775;20,255068;5,8575554;5,8063345;16,237753;12,191232;14,776893;11,99702;21,311344;46,301453;14,228484;52,288315;52,14252;0;1;0
2,319281;183,56363;-22,650887;1;13,86664;6,9463334;20,247887;5,8226166;5,766092;16,250608;12,105988;14,656724;11,9778805;21,15557;45,858063;14,241734;52,334858;51,404655;0;1;0
2,312476;183,50398;-22,623932;1;13,945987;6,869955;20,270569;5,765446;5,7539096;16,2901;11,98479;14,590117;11,948735;21,00979;45,68694;14,279983;52,211906;51,279385;0;1;0
2,311586;183,42722;-22,599386;1;13,951058;6,9372344;20,272688;5,750878;5,7388344;16,298231;12,042643;14,642653;11,943869;20,985476;45,449802;14,292645;52,093464;51,306038;0;1;0
2,3205764;183,37674;-22,55201;1;13,884512;7,113837;20,274197;5,780182;5,761263;16,247093;12,235577;14,794757;11,915602;20,942371;45,072277;14,285284;52,025932;51,03128;0;1;0
2,3080463;183,3402;-22,547512;1;13,854879;7,240097;20,299057;5,7682333;5,8244677;16,238682;12,35617;14,920283;11,931717;20,972906;45,41782;14,326071;52,311775;51,67423;0;1;0
2,3101218;183,2958;-22,53135;1;13,820167;7,339439;20,318186;5,755715;5,840196;16,235884;12,452971;15,010806;11,9624195;21,08043;45,670635;14,336432;52,343323;52,68927;0;1;0
2,315501;183,2391;-22,498854;1;13,759318;7,380706;20,317743;5,7479115;5,8279667;16,240488;12,49334;15,055414;12,014718;21,187567;45,994408;14,355453;52,200787;54,115124;0;1;0
2,3305812;183,18254;-22,472576;1;13,687037;7,264661;20,299421;5,739244;5,794575;16,217184;12,367415;14,934602;12,014883;21,094355;45,59207;14,329783;51,698353;55,267487;0;1;0
2,3623915;183,14067;-22,46754;1;13,587324;7,2183056;20,258669;5,7636776;5,8022823;16,182665;12,342229;14,916941;12,04562;21,150183;45,891;14,30972;51,64779;56,582813;0;1;0
2,3890944;183,08388;-22,435236;1;13,494062;7,1515718;20,224861;5,7861805;5,8288407;16,160864;12,291977;14,841493;12,07429;21,238533;46,232227;14,24451;51,63223;58,05889;0;1;0
2,4241776;183,04865;-22,438374;1;13,40311;7,0441422;20,174292;5,8561497;5,9005322;16,128317;12,2335615;14,754206;12,047928;21,174969;46,2279;14,197439;51,524204;59,03452;0;1;0
2,488047;182,99081;-22,429047;1;13,393087;6,881765;20,129168;5,854844;5,9342546;16,144794;12,063412;14,505346;12,031916;21,101746;46,162724;14,176133;51,17289;59,336777;0;1;0
2,5451834;182,9259;-22,419283;1;13,415421;6,680287;20,098629;5,876999;5,970972;16,160435;11,870427;14,199666;11,9668665;20,886137;45,995693;14,180594;51,026073;58,7118;0;1;0
2,5880399;182,87755;-22,419106;1;13,416127;6,4605308;20,044657;5,8968434;5,9961977;16,171574;11,648331;13,865115;11,88405;20,600504;45,40261;14,189458;50,9054;57,04173;0;1;0
2,6460729;182,81851;-22,415873;1;13,396537;6,346068;19,975945;5,909528;5,9871025;16,18171;11,53601;13,614642;11,859266;20,47657;45,33529;14,219144;51,243027;55,509228;0;1;0
2,7075343;182,78139;-22,41668;1;13,392512;6,1656737;19,922583;5,919471;5,968641;16,176414;11,360959;13,427985;11,8079405;20,3089;45,14899;14,22979;51,309883;54,22464;0;1;0
2,7413855;182,781;-22,424547;1;13,368324;6,149883;19,87016;5,985989;6,025061;16,156656;11,411246;13,458555;11,824701;20,43826;45,698223;14,234833;51,66187;53,1657;0;1;0
2,796851;182,80212;-22,409605;1;13,349864;6,086985;19,821663;6,053172;6,140024;16,124937;11,4006605;13,375118;11,776173;20,296684;45,80726;14,247007;51,897167;52,049603;0;1;0
2,857157;182,86237;-22,416988;1;13,298101;6,023857;19,740673;6,103935;6,219904;16,083864;11,366852;13,233959;11,731108;20,127085;45,540417;14,21628;52,04;50,92394;0;1;0
2,9148204;182,90208;-22,432867;1;13,276988;6,0664353;19,696127;6,142578;6,3256745;16,059118;11,434336;13,199336;11,728067;20,153664;46,054955;14,191228;52,447742;50,416634;0;1;0
2,9600775;182,96117;-22,444288;1;13,250791;6,056021;19,648842;6,1701875;6,4105315;16,047943;11,434905;13,117455;11,73272;20,190643;46,50804;14,132085;52,6559;50,05089;0;1;0
3,028603;183,04143;-22,459993;1;13,19754;6,059516;19,584229;6,2251034;6,499597;16,015457;11,464667;12,985129;11,729496;20,244944;47,03751;14,0707035;53,11258;49,105373;0;1;0
3,0891426;183,13374;-22,490522;1;13,130735;6,0972505;19,511076;6,305402;6,6405663;15,981791;11,559364;12,887161;11,756143;20,383352;47,807674;14,020764;53,721184;48,08895;0;0;0
3,1570802;183,21425;-22,51088;1;13,06571;6,089175;19,429808;6,3564405;6,7720757;15,942338;11,567457;12,72754;11,753577;20,34046;48,16829;13,980152;54,058342;46,944546;0;0;0
3,2316983;183,31079;-22,526785;1;12,957166;6,129415;19,350613;6,45959;6,939327;15,866666;11,670587;12,672799;11,745393;20,348064;48,38675;13,921395;54,215076;45,9471;0;0;0
3,3088996;183,41035;-22,540968;1;12,843387;6,1573057;19,260008;6,5195384;7,0937605;15,7818165;11,723144;12,586644;11,748363;20,298979;48,26357;13,885849;54,3387;44,8846;0;0;0
3,3888855;183,50728;-22,557922;1;12,642719;6,1844378;19,134975;6,6066365;7,2926674;15,660833;11,780137;12,490955;11,738715;20,26143;48,03188;13,776882;54,28692;44,392204;0;0;0
3,4987497;183,63132;-22,579454;1;12,405895;6,2889004;19,006548;6,7440996;7,6265817;15,531193;11,981533;12,524528;11,80527;20,432703;48,563797;13,700108;54,576797;44,595448;0;0;0
3,5819273;183,74605;-22,61516;1;12,153786;6,3487244;18,876564;6,8649855;8,010453;15,395277;12,125318;12,5307;11,843502;20,486994;48,9833;13,593647;54,724625;44,66107;0;0;0
3,6772864;183,87617;-22,65057;1;11,892737;6,3742757;18,743353;7,014282;8,473638;15,256663;12,252742;12,539055;11,86719;20,558573;49,362476;13,461929;54,691334;44,519367;0;0;0
3,7790716;184,01512;-22,696268;1;11,607191;6,347273;18,598087;7,166862;9,028328;15,117751;12,314414;12,48328;11,874528;20,512398;49,685608;13,342155;54,64994;44,372074;0;0;0
3,8972697;184,1558;-22,708498;1;11,332857;6,3819304;18,474968;7,3276663;9,719358;14,995899;12,452971;12,49244;11,930164;20,622332;50,511993;13,223737;54,883564;44,493378;0;0;0
4,026288;184,28122;-22,740368;1;11,033567;6,4763856;18,354448;7,512903;10,539784;14,875307;12,699002;12,642392;12,027622;20,834894;51,729515;13,12606;55,299076;44,742874;0;0;0
4,139925;184,40536;-22,764921;1;10,769766;6,5392404;18,2473;7,670459;11,451739;14,755413;12,888233;12,698365;12,095577;20,890762;52,48029;13,026511;55,559372;44,862793;0;0;0
4,2634125;184,52158;-22,78697;1;10,53082;6,704931;18,154408;7,839647;12,41597;14,647693;13,236809;13,019388;12,23635;21,1991;53,817875;12,958627;55,718845;45,81187;0;0;0
4,371699;184,61687;-22,782305;1;10,348474;6,744303;18,079298;7,9903574;13,294092;14,545692;13,405806;13,132374;12,287115;21,17754;54,39137;12,880636;55,418976;48,575138;0;0;0
4,4764166;184,69008;-22,794725;1;10,24373;6,783477;18,050179;8,08891;14,000282;14,468569;13,541822;13,2644615;12,3086;21,08215;54,53796;12,79464;54,80392;52,10841;0;0;0
4,5759487;184,76662;-22,784536;1;10,193852;6,792982;18,030188;8,175052;14,6265;14,397101;13,643092;13,362032;12,311483;20,941711;54,518063;12,713085;53,936897;55,857887;0;0;0
4,6716785;184,81296;-22,813406;1;10,128597;6,936669;18,025705;8,279486;15,305204;14,334431;13,92954;13,782072;12,365103;21,058943;55,31049;12,653341;53,198845;60,654446;0;0;0
4,7642746;184,83975;-22,810501;1;10,068784;6,900664;18,023113;8,324259;15,635169;14,293185;13,953538;13,958508;12,362902;20,945553;55,498512;12,555876;52,268204;65,53409;0;0;0
4,8437443;184,82555;-22,822311;1;10,03017;6,8908505;18,062553;8,268189;15,845768;14,277615;13,933724;14,122262;12,336172;20,892927;55,541077;12,430146;51,189156;70,0886;0;0;0
4,9201946;184,80856;-22,831171;1;10,016613;6,982638;18,113316;8,21554;15,832167;14,257508;14,023823;14,413643;12,331536;21,027071;55,656162;12,352785;50,656563;73,35057;0;0;0
5,004069;184,78949;-22,834179;1;10,033327;6,9908915;18,17073;8,129462;15,699021;14,259408;13,978329;14,511032;12,321618;21,021132;55,320587;12,296803;50,349968;75,934235;0;0;0
5,0811787;184,74785;-22,803102;1;10,069077;6,9769325;18,26046;8,0533;15,562574;14,277131;13,917036;14,623485;12,301229;20,938234;54,90235;12,26085;50,076797;78,6275;0;0;0
5,1461596;184,72305;-22,797567;1;10,117638;6,890737;18,318483;7,974963;15,294397;14,288233;13,762189;14,595322;12,260689;20,788181;54,01845;12,222758;49,716194;80,4968;0;0;0
5,205994;184,6936;-22,777353;1;10,2069845;6,748838;18,392574;7,8520803;14,940921;14,307453;13,49295;14,392059;12,173899;20,467138;52,53777;12,201561;49,188583;81,379166;0;0;0
5,266369;184,66129;-22,768347;1;10,293022;6,7015076;18,476585;7,764958;14,694792;14,321999;13,360864;14,373032;12,106492;20,292807;51,281113;12,210251;48,78126;81,53732;0;0;0
5,3385057;184,64809;-22,760927;1;10,405277;6,7292814;18,585234;7,6797924;14,444165;14,365875;13,337761;14,499264;12,109471;20,366941;51,09484;12,287452;48,798443;81,66548;0;0;0
5,4081125;184,63092;-22,738354;1;10,492519;6,7180223;18,683498;7,6093473;14,18012;14,39482;13,278073;14,588314;12,071775;20,32331;50,44866;12,337627;48,64514;81,37917;0;0;0
5,472593;184,5466;-22,729393;1;10,6166525;6,692459;18,789858;7,4894905;14,010089;14,427727;13,15223;14,56636;12,019573;20,154715;49,22255;12,403606;48,367744;80,776024;0;0;0
5,5378575;184,46042;-22,730322;1;10,753378;6,579003;18,872572;7,336337;13,727751;14,470182;12,90988;14,40092;11,962189;19,911665;47,654366;12,4945545;48,11178;79,48818;0;0;0
5,602306;184,36787;-22,697342;1;10,89822;6,6590276;18,971745;7,2441072;13,600111;14,526167;12,922683;14,496863;11,979098;20,012758;47,241726;12,6187935;48,086803;78,17574;0;0;0
5,6413126;184,3586;-22,594145;1;11,237888;7,113478;18,884258;7,072019;11,079262;14,883565;13,122886;12,95162;12,539086;23,693441;45,984783;12,913518;45,934963;64,864174;0;0;0
5,6671762;184,33707;-22,473356;1;11,467193;7,7509165;18,810966;6,8949203;9,204364;15,272086;13,510547;11,377989;12,99262;25,691011;46,094063;13,024739;42,69124;60,261032;0;0;0
5,671993;184,29279;-22,381514;1;11,589305;8,327631;18,76934;6,749332;7,8309536;15,606163;13,89356;10,273414;13,390419;26,742918;46,47072;13,186931;40,013206;58,657734;0;0;0
5,659182;184,27592;-22,301706;1;11,625763;8,846088;18,738676;6,6743245;6,825674;15,87426;14,297694;9,5565605;13,726614;27,382633;46,66113;13,39639;37,93081;57,32192;0;0;0
5,623366;184,26021;-22,23794;1;11,646589;9,279427;18,732752;6,58651;6,111189;16,085308;14,621808;9,279427;14,010329;27,672077;46,51169;13,631041;36,287647;56,06273;0;0;0
5,5983686;184,2423;-22,168558;1;11,635453;9,64616;18,739885;6,525461;5,615275;16,250181;14,910226;9,64616;14,231429;27,780956;46,142765;13,855563;34,948566;54,845234;0;0;0
5,542559;184,2869;-22,119354;1;11,56635;9,928384;18,715668;6,5247703;5,2842393;16,353256;15,156006;9,928384;14,365862;27,551495;45,079254;14,076181;33,620777;53,002922;0;0;0
5,4521637;184,35931;-22,073757;1;11,485318;10,062825;18,683691;6,518245;5,065929;16,413998;15,250771;10,062825;14,447382;27,031193;43,45617;14,296741;32,343487;50,880764;0;0;0
5,31014;184,35085;-21,98383;1;11,575085;8,6994;18,62997;5,7798085;4,7657976;16,145704;13,16984;8,711202;14,255498;24,820412;41,49652;14,304386;29,292297;50,43575;0;0;0
5,132094;184,41377;-21,868834;1;11,577332;7,7248416;18,568928;5,128469;4,3839183;15,96716;11,570403;8,4795;14,0709715;22,424316;38,77083;14,405134;26,102497;48,71068;0;0;0
4,9207525;184,63426;-21,706818;1;11,563488;6,901403;18,517082;4,5607653;3,9896834;15,836385;10,201703;8,063824;13,915034;20,07971;35,12201;14,599265;22,937853;45,129017;0;0;0
4,6809144;185,04071;-21,458015;1;11,425858;6,441351;18,458279;4,119084;3,7013164;15,708924;9,393416;7,977154;13,774644;18,345087;31,094965;14,841812;20,646309;40,455124;0;0;0
4,420786;185,8;-21,069384;1;11,200027;6,192199;18,429382;3,8512752;3,488351;15,562562;8,960436;8,088643;13,616485;17,235678;27,506178;14,965988;19,398676;35,997314;0;0;0
4,1417813;187,0675;-20,553972;1;10,915764;6,163734;18,3806;3,6960754;3,3531039;15,375185;8,893509;8,415966;13,445784;16,872961;25,186136;14,841199;19,116796;32,43742;0;0;0
3,8109972;188,83836;-20,067123;1;10,690489;6,1159987;18,269503;3,656502;3,2772768;15,245577;8,918195;8,905937;13,374335;17,258854;24,63262;14,437988;19,539534;30,312502;0;0;0
3,4603534;191,11774;-19,693043;1;10,598379;6,147778;18,129698;3,8607209;3,2293758;15,162496;9,179714;9,4619465;13,385522;18,021975;24,641418;13,828171;20,332481;28,877327;0;0;0
3,1833313;193,72307;-19,34248;1;10,570416;6,224284;18,093138;4,077271;3,0626683;15,1712675;9,360928;9,954555;13,508909;18,604437;24,582409;13,139737;20,923176;27,914833;0;0;0
2,989209;196,85127;-18,855818;1;10,322529;6,451936;18,063114;4,2574477;3,0116193;15,264889;9,704296;10,54182;13,866227;19,324251;24,608732;12,617121;21,811071;27,68723;0;0;0
2,8040602;200,52628;-18,708767;1;9,781729;6,9212694;18,088045;4,8653035;3,1974518;15,3155775;10,599919;11,207216;14,32302;20,069592;24,990509;12,244741;22,224579;27,597021;0;0;0
2,866264;204,82506;-18,673197;1;8,65753;7,175835;18,307735;5,8074484;3,0582547;15,606506;11,450363;11,564323;15,120397;20,554546;24,723814;12,405721;21,930079;26,16128;0;0;0
3,0813398;210,25667;-19,155785;1;8,411462;6,3396688;19,073023;6,098376;2,5174618;16,795652;10,456942;9,137726;17,36367;21,067019;23,819296;13,777986;23,41076;26,487967;0;0;0
3,1223078;215,83466;-20,279753;1;16,041702;8,321451;21,923265;9,26495;7,031711;19,461393;13,869504;13,405393;20,918222;25,455925;30,408802;17,40088;28,835815;32,332855;0;0;0
3,2999306;221,24045;-21,203005;1;40,44759;10,740412;26,004501;27,449415;22,68989;24,08132;33,29769;32,95486;26,23975;34,9968;29,045612;23,07436;36,203773;30,904524;0;0;0
3,74168;225,69443;-21,641493;1;69,55475;10,602444;33,573822;46,992786;38,313423;31,81583;45,50809;23,548838;32,67607;41,082405;20,302523;29,0862;39,637096;27,955284;0;0;0
4,006469;229,41248;-21,420254;1;92,704216;12,51208;44,223465;59,558456;32,65902;42,27124;55,150753;22,667896;40,14279;47,525394;22,355837;35,199104;42,55627;30,472155;0;0;0
4,858596;233,18517;-19,810814;1;107,11472;13,612247;54,691795;65,145996;28,570288;51,085125;59,53714;24,509575;46,81677;51,461914;24,847626;40,616013;45,07371;31,73216;0;0;0
5,9563804;236,93158;-18,327852;1;114,18155;13,465054;61,418392;67,57571;30,576435;57,156837;62,778904;27,370106;52,567047;56,00707;27,466621;45,843567;50,45186;33,144127;0;0;0
6,80118;240,61421;-17,66305;1;119,95242;12,036043;64,617485;71,3497;34,44615;61,159092;68,018;32,086403;57,24813;63,671448;31,17732;50,294674;59,439503;34,559586;0;0;0
7,9816365;245,18944;-17,07076;1;127,447;10,489987;66,811485;77,3948;36,623096;64,51391;76,1604;35,615593;61,28315;73,24763;34,95129;54,342457;69,19729;37,44728;0;0;0
8,955012;250,328;-17,245136;1;131,17426;9,58304;68,74128;80,9347;36,887844;67,5897;81,11815;36,12939;65,05029;79,51891;36,05043;58,356052;76,52548;38,124954;0;0;0
9,95041;254,69704;-17,428247;1;140,91171;7,1125402;74,160805;86,35297;36,703716;73,1015;86,45305;35,628113;70,08242;85,29127;36,093193;62,738335;81,658775;36,111656;0;0;0
10,689216;259,28653;-17,322763;1;146,78285;5,3851056;78,25076;89,02182;35,99881;76,9013;88,91327;35,21981;73,44391;88,071884;35,803577;65,67109;83,94924;34,380608;0;0;0
