Hm;km;maxHm;max_speed;minHm;position_lat_max;position_lat_min;position_long_max;position_long_min;speed;type;date;endtime;starttime;rider_weight;rider_height;ride_type
246,6;12,92149;412;38,394;238;48,74692555;48,71391778;9,517149059;9,492041068;18,42576899;Rennrad;16.11.2019;16:17:44;15:32:13;75;183;Training
280,2;24,39759;486,6;47,5308;279,6;48,76621817;48,71543574;9,561126893;9,490808425;26,9871558;Rennrad;29.05.2016;12:30:25;11:36:14;74;183;Training
560,6;31,79397;524;58,8852;291,6;48,79155717;48,70830073;9,517546445;9,404892325;26,169392;Rennrad;03.03.2019;14:21:16;12:59:51;75;183;Training
409,2;25,29267;486,2;52,9056;285,8;48,76650047;48,71703895;9,561093198;9,490537606;25,201324;Rennrad;29.07.2020;19:23:38;18:14:34;73;183;Training
1063,8;100,28028;543;60,3972;211,6;48,81896256;48,70853023;9,733083732;9,385298872;30,48724313;Rennrad;10.06.2018;13:53:39;09:50:19;73;183;Training
211;25,29601;378,6;41,1804;271;48,73380762;48,70777879;9,645299139;9,514821991;26,46684507;Rennrad;07.05.2020;17:01:45;16:03:40;73;183;Training
288,8;24,54461;491;48,0672;280,6;48,76648975;48,71545183;9,56111189;9,490545737;26,96278989;Rennrad;16.10.2016;15:26:52;14:32:02;74;183;Training
981,6;108,40038;495,8;60,1596;231,2;48,81711502;48,70776144;9,811290661;9,35039646;27,47661008;Rennrad;25.04.2020;14:50:00;10:30:31;74;183;Training
465,8;30,19957;510,8;51,2244;292;48,76620166;48,71548251;9,56108951;9,490765929;26,40157926;Rennrad;29.02.2020;13:23:09;12:09:25;75;183;Training
1507,6;109,86132;493,2;55,5912;218,4;48,88565375;48,70365447;9,526592027;8,959148498;26,34054304;Rennrad;03.10.2018;19:35:29;09:47:03;73;183;Training
551,2;20,80299;581,6;44,64;350,8;48,76651095;48,71392767;9,519509487;9,481669217;18,37464561;Rennrad;29.12.2018;14:15:23;12:56:43;76;183;Training
2685,8;154,74748;829,6;66,474;290,2;48,7204125;48,52364774;9,736216469;9,420183431;26,64020216;Rennrad;31.05.2020;16:42:01;09:43:24;73;183;Training
512,4;33,86689;520,6;58,716;306;48,76652411;48,6856286;9,617671967;9,49064347;26,92032956;Rennrad;09.09.2018;10:26:16;09:07:14;70;183;Training
423,2;24,97578;525,2;52,2;307,2;48,76616889;48,70270413;9,584300425;9,490793338;26,34009578;Rennrad;31.10.2017;13:15:29;12:15:22;74;183;Training
501,6;41,73435;493,2;48,5388;226,4;48,81931099;48,71706661;9,51756103;9,170945948;26,20309404;Rennrad;22.07.2018;10:22:26;08:32:24;73;183;Training
705;74,36214;1002,2;55,3248;556,4;46,65124213;46,60983947;11,00491516;10,5821701;22,67851301;Rennrad;29.12.2019;15:11:51;11:38:02;76;183;Training
617,4;89,03284;193,4;54,4824;-53,8;39,55571283;39,36848475;2,910358133;2,710001143;27,73236662;Rennrad;30.03.2017;15:10:46;10:07:43;75;183;Training
337,2;15,92426;502;47,934;326,6;48,76650249;48,71700936;9,519580146;9,49056644;24,75372358;Rennrad;06.09.2017;10:52:17;10:11:33;73;183;Training
322,4;24,50143;487,2;47,664;255,2;48,76651095;48,71545393;9,561137874;9,490754614;25,56031654;Rennrad;20.01.2018;13:36:12;12:35:59;75;183;Training
297,6;24,54325;493,4;51,1596;273,2;48,76648488;48,71543448;9,561180202;9,490620168;26,80217345;Rennrad;27.11.2016;15:26:48;14:31:11;75;183;Training
308,4;24,54302;492,6;50,3532;268,6;48,76649863;48,71547237;9,561093533;9,490553951;25,7999541;Rennrad;13.11.2016;14:16:01;13:18:48;75;183;Training
295,4;24,47072;461,2;42,7608;240,4;48,76649033;48,71546684;9,561113399;9,490560992;22,48189987;Rennrad;28.01.2017;16:41:26;15:30:58;76;183;Training
675;35,82942;506;47,16;247,4;48,79748619;48,7170273;9,561142568;9,460419919;22,3819863;Rennrad;06.01.2018;12:19:47;10:34:16;75;183;Training
1127;72,94766;669,8;63,9216;289,2;48,7462731;48,58626466;9,736220324;9,506501611;26,56529892;Rennrad;23.09.2017;16:23:28;12:02:27;73;183;Training
246,8;10,65368;408;43,3656;277;48,73681152;48,7139337;9,51669761;9,49427384;18,8206814;Rennrad;14.01.2020;11:43:50;11:06:20;76;183;Training
348,2;15,05444;334,6;43,6356;172,4;48,71895597;48,69985077;9,538069954;9,468214838;20,00128874;Rennrad;22.12.2019;14:09:31;13:23:06;75;183;Training
1260,6;74,38619;652;58,3812;265,6;48,71718748;48,58674109;9,621111564;9,44892481;26,41397913;Rennrad;30.03.2018;16:15:22;13:08:37;74;183;Training
1001;74,16675;322;50,2848;179,8;48,94344463;48,71438272;9,535873979;9,197871387;26,31077071;Rennrad;03.10.2019;19:01:37;10:46:15;74;183;Training
301,8;24,2887;418,6;47,4624;197,4;48,76652872;48,71550866;9,561232086;9,490574738;26,56382778;Rennrad;23.12.2018;12:02:36;11:04:51;75;183;Training
1170;110,08894;479,2;56,4984;224,8;48,81271234;48,70829025;9,723550742;9,248787425;27,21930297;Rennrad;22.04.2018;11:58:37;07:12:02;73;183;Training
582,2;41,40092;483,6;51,3612;233,4;48,80466018;48,70849879;9,644701509;9,490743214;26,46197264;Rennrad;02.07.2017;12:30:00;10:51:31;73;183;Training
649,8;46,98685;491,6;55,7604;229,8;48,81283094;48,71545619;9,56118959;9,38770121;26,69625497;Rennrad;15.03.2020;14:24:10;12:22:21;75;183;Training
247,6;36,51275;783;32,0436;253,8;44,09384008;44,03487842;5,413071709;5,17686775;18,55450414;Rennrad;20.06.2019;13:23:06;10:26:52;73;183;Training
932,8;66,63227;500,6;55,0548;253,6;48,80891693;48,66608243;9,656540947;9,494324718;27,22395319;Rennrad;05.04.2020;13:48:07;10:57:46;75;183;Training
819,8;49,17973;666,8;55,2888;306,6;48,71720533;48,60712395;9,621153893;9,511678945;26,42533986;Rennrad;11.04.2020;14:45:48;12:43:05;74;183;Training
439,2;26,66659;394,6;42,0552;257,6;48,74388962;48,68698698;9,544970859;9,477283638;19,07783801;Rennrad;04.01.2020;12:39:49;11:12:30;76;183;Training
618,8;57,92761;515;59,1516;281,4;48,78591925;48,70777401;9,704804951;9,506515274;27,5254212;Rennrad;13.06.2020;14:54:08;12:35:01;73;183;Training
196,4;34,6576;323;42,9948;233;48,79828817;48,70362229;9,517318122;9,170787111;25,47004721;Rennrad;19.07.2017;08:29:14;07:09:04;73;183;Pendeln
893,6;70,18265;498,2;56,736;251,6;48,81288769;48,71235346;9,656321257;9,388126424;25,57099401;Rennrad;24.08.2019;15:41:58;12:44:15;73;183;Training
186,2;37,31163;64,6;42,66;-15,6;48,79822799;48,70363486;9,525772948;9,166061981;24,01508672;Rennrad;14.08.2018;20:47:42;19:11:06;73;183;Training
522,4;35,26548;483,6;55,4904;254,6;48,79159313;48,71701875;9,517550049;9,404798113;27,18467876;Rennrad;16.04.2020;16:58:06;15:34:07;74;183;Training
599,8;56,26195;492,6;51,0588;237,2;48,80846992;48,70778181;9,704796402;9,479011148;26,00003455;Rennrad;03.05.2020;15:19:40;13:03:22;74;183;Training
184,4;65,49574;2742;57,1392;629,4;46,66994652;46,52798725;10,89396567;10,42492485;32,91714053;Rennrad;19.07.2016;16:06:11;13:39:59;73;183;Training
332,8;21,31547;435,8;41,2164;303,2;48,73668655;48,69837438;9,517327677;9,468233949;18,25785167;Rennrad;30.06.2020;18:49:12;17:35:59;73;183;Training
215;33,76648;342,4;38,7288;241,8;48,79807779;48,70366478;9,517200021;9,174326956;20,88625304;Rennrad;16.01.2020;17:04:11;15:24:41;76;183;Training
603;40,52889;485,2;54,9864;241,6;48,79934706;48,7036792;9,517574441;9,379862119;26,69846924;Rennrad;15.09.2019;11:37:35;09:56:32;73;183;Training
546,6;50,41647;393,4;55,5912;256;48,7204306;48,62016468;9,617338954;9,511718927;27,28272818;Rennrad;20.05.2018;17:55:55;16:02:32;73;183;Training
718;56,63543;491,4;53,8776;267,4;48,75596568;48,67908401;9,640568057;9,452656182;26,39664081;Rennrad;25.03.2018;16:20:39;14:02:44;74;183;Training
654,8;104,1532;208;57,4056;-2,8;39,5421002;39,36072579;3,025503689;2,710669516;29,08494886;Rennrad;08.04.2018;15:14:30;10:13:05;74;183;Training
560,8;70,54381;266,8;52,2324;16,2;39,57204916;39,36848441;2,910386045;2,710696924;24,87040714;Rennrad;26.03.2019;14:52:33;11:07:07;75;183;Training
618,4;36,31343;459,2;61,1028;203,2;48,76616185;48,71545494;9,561059503;9,490811527;28,16346099;Rennrad;07.07.2018;17:29:15;16:03:50;73;183;Pendeln
310,8;24,47906;461,6;48,2688;236;48,76650944;48,71543985;9,561147178;9,490548419;27,85846667;Rennrad;12.02.2017;16:36:08;15:41:30;76;183;Training
285,2;24,53555;486,4;55,1556;280,4;48,76647768;48,71546323;9,561108202;9,49072293;28,4156076;Rennrad;13.08.2016;13:59:40;13:08:33;73;183;Training
810,4;58,42554;517,8;57,5388;285;48,79153026;48,7036626;9,561178945;9,404856702;27,62246345;Rennrad;15.04.2018;14:07:57;11:48:18;73;183;Training
1133,4;71,65574;646,8;54,7848;309,6;48,74639346;48,58460697;9,617532073;9,444879284;25,68935749;Rennrad;09.05.2020;16:59:59;13:51:25;73;183;Training
553,2;36,15554;487,4;50,8572;227,6;48,81125464;48,7169843;9,517543176;9,393911781;26,47955441;Rennrad;16.05.2020;14:20:19;12:52:49;73;183;Pendeln
635,2;47,21033;426,4;51,0588;263,4;48,71720835;48,59297899;9,542252859;9,447933482;25,54788363;Rennrad;17.04.2020;18:13:52;16:14:58;74;183;Training
944,8;53,61249;468,2;60,498;234;48,79154887;48,71077758;9,560288703;9,404848991;28,01214974;Rennrad;19.05.2018;18:05:20;15:55:00;73;183;Training
1139,6;72,40876;707,4;54,9864;278,8;48,71721916;48,55238283;9,542310778;9,402686879;25,24894217;Rennrad;11.09.2016;12:01:06;08:56:14;73;183;Training
1150,4;100,5601;565,2;52,434;222,2;48,81708308;48,70778725;9,72719687;9,385248329;25,5311898;Rennrad;09.06.2019;15:00:20;10:39:23;73;183;Training
673,2;47,18271;627,4;53,4744;274,8;48,71723324;48,607104;9,621160766;9,514911762;25,42498929;Rennrad;24.07.2016;12:34:17;10:36:20;73;183;Training
498;29,13235;482,2;56,0304;276;48,74612767;48,67621229;9,584250888;9,498170502;26,57847577;Rennrad;31.03.2018;13:24:05;12:07:18;74;183;Training
977,2;101,58488;480,8;52,1676;235,8;48,85078311;48,70777854;9,81126518;9,387659049;25,58011865;Rennrad;01.06.2020;13:28:44;08:57:25;73;183;Training
758,8;46,7331;492,4;53,946;251,2;48,79159849;48,71081597;9,561095629;9,404843878;26,62467824;Rennrad;22.04.2017;10:04:54;08:11:37;75;183;Training
682,8;60,06713;494,8;51,6276;254,6;48,80843262;48,70778432;9,704789948;9,460513126;25,97099672;Rennrad;20.06.2020;14:38:16;12:13:08;73;183;Training
448,6;30,10188;503;55,5912;294,8;48,77394193;48,71632515;9,56110443;9,49070273;26,67199265;Rennrad;08.04.2020;15:36:44;14:22:16;75;183;Training
408,2;24,8881;494,4;54,684;295,4;48,76616755;48,71701171;9,561049109;9,490793757;28,53098925;Rennrad;21.10.2017;12:29:17;11:32:17;74;183;Training
919,8;50,93198;682,6;52,2324;282,8;48,71718857;48,60024031;9,6576689;9,514852501;25,72782713;Rennrad;08.02.2020;15:38:12;13:21:52;75;183;Training
1320,4;86,4275;737,8;59,1516;273;48,7172143;48,52248358;9,542258894;9,322827039;26,31918441;Rennrad;30.09.2018;18:19:33;14:30:45;73;183;Training
319,6;23,46557;465,6;48,7728;245,8;48,76621624;48,71392189;9,56112002;9,490790404;18,25583185;Rennrad;17.03.2019;14:22:41;12:49:35;75;183;Training
310;33,50681;76,4;39,8052;7;54,05936329;53,98757245;10,76459477;10,70097805;21,89629977;Rennrad;10.05.2019;12:53:18;10:57:46;74;183;Training
286,6;20,26878;510,2;50,7564;287,6;48,76649042;48,71541965;9,561235942;9,490560992;26,8247855;Rennrad;04.02.2018;13:10:16;12:22:44;74;183;Training
260,6;19,61178;503,2;44,0712;278,8;48,7662367;48,71550154;9,561096383;9,490747321;24,10153523;Rennrad;21.01.2017;16:50:17;16:02:11;76;183;Training
1974,4;73,23044;1438,8;58,212;252,2;46,68326017;46,50079091;11,35158674;11,00221862;20,72268724;Rennrad;22.07.2016;14:38:22;09:46:53;73;183;Training
150,2;35,01016;322,8;45,648;239,8;48,7982031;48,70364391;9,517272022;9,170523668;24,67475403;Rennrad;26.07.2019;09:28:47;08:03:23;73;183;Pendeln
388,4;30,31499;521,2;53,7444;300,2;48,77858341;48,70850424;9,608504679;9,490578678;25,84514418;Rennrad;29.08.2019;11:41:50;10:27:59;73;183;Training
303,8;24,45799;458,2;56,1636;238;48,76643929;48,71543096;9,561130246;9,490697114;28,4602506;Rennrad;19.02.2017;16:14:30;15:19:04;75;183;Training
853,2;47,89281;491,2;62,1756;245;48,80454878;48,68560681;9,642903255;9,494249113;27,41839145;Rennrad;15.09.2018;17:40:05;15:35:31;70;183;Training
52,4;30,16668;195,4;34,8012;180,8;48,17976021;48,07601145;7,464576457;7,399585443;25,77143199;Rennrad;30.06.2018;08:27:44;07:13:50;73;183;Training
1703,4;54,08694;1890,8;51,6276;286,2;44,17428455;44,06707691;5,409174124;5,176216057;21,76499934;Rennrad;20.06.2019;18:12:51;14:59:57;73;183;Training
1861,6;122,20272;449,4;55,4256;-52,2;39,77569847;39,53067298;2,769823791;2,557785111;25,42434253;Rennrad;29.03.2017;17:27:52;10:10:07;75;183;Training
879;80,1496;496,8;45,4464;-60,6;39,74549118;39,53027853;2,822831785;2,699522255;22,90685861;Rennrad;11.04.2018;13:54:46;10:07:10;73;183;Training
575;40,42375;499,2;57,3732;255,6;48,80468633;48,71235858;9,608506104;9,494270235;27,68335378;Rennrad;09.06.2018;15:17:38;13:40:59;73;183;Training
399,8;30,27984;491,6;60,5988;284,8;48,76619194;48,70277563;9,584290953;9,490834326;28,17995208;Rennrad;13.07.2018;19:34:37;18:25:38;73;183;Training
257,4;16,22114;365,2;44,0712;241;48,71905086;48,67906113;9,542249087;9,503269382;24,46912976;Rennrad;22.01.2017;16:18:18;15:38:53;76;183;Training
384,8;24,93586;483,2;49,68;272;48,76649251;48,71547388;9,560361961;9,490566691;25,50499984;Rennrad;25.09.2016;13:23:46;12:24:58;73;183;Training
97;9,06135;310;34,398;250,4;48,71740038;48,70365674;9,517194238;9,412434446;20,85129333;Rennrad;09.07.2019;21:34:48;21:10:03;73;183;Training
2335,2;143,9668;866,6;50,0508;-2;39,82865651;39,53040878;2,904427769;2,685043104;23,30326437;Rennrad;12.04.2018;18:36:41;10:05:01;73;183;Training
370,4;54,84979;88,4;50,0148;-57,2;39,54002576;39,36853772;2,833396001;2,710057972;28,01804007;Rennrad;25.03.2017;16:29:42;13:21:01;75;183;Training
1606,6;107,9411;834,6;59,1192;280,4;48,76649025;48,50521292;9,697387721;9,490555208;27,14766425;Rennrad;18.08.2019;13:34:41;08:46:43;73;183;Training
933,6;60,19445;608,8;52,6032;235,2;48,75592134;48,60712345;9,651937941;9,506524494;25,6726666;Rennrad;02.03.2019;15:51:31;13:12:55;75;183;Training
1476,4;101,38936;1425,8;63,5868;732;47,23159354;46,95340346;11,0126219;10,75139017;29,57272788;Rennrad;24.07.2018;13:52:51;09:30:56;73;183;Training
768,2;110,87098;155,8;60,0264;-55,8;39,54212626;39,33708119;3,147197943;2,710066102;28,83262509;Rennrad;26.03.2017;16:03:24;10:06:02;75;183;Training
428,8;31,09445;513,6;51,1596;302,4;48,76654423;48,71545158;9,561215825;9,490546994;27,89171713;Rennrad;16.07.2017;12:07:27;10:58:23;73;183;Training
342;24,28868;534,8;42,3252;311;48,76621675;48,71543373;9,561114321;9,490810689;24,67924468;Rennrad;02.12.2017;13:44:31;12:39:48;75;183;Training
296,4;41,35821;712,2;34,866;535,2;46,65129687;46,61602775;11,00508456;10,77419934;19,96169888;Rennrad;20.07.2016;12:22:20;09:59:42;73;183;Training
416,6;25,16261;502,8;50,3532;298;48,76648966;48,71698304;9,561116919;9,490551772;26,82055195;Rennrad;29.04.2020;16:27:50;15:25:04;74;183;Training
612,8;95,62158;205,8;47,664;12,2;39,57202711;39,39443101;3,030220354;2,7113254;26,52129906;Rennrad;30.03.2019;14:51:57;10:01:31;75;183;Training
1928,2;127,56548;507;58,2804;-7,6;39,77575002;39,53031113;2,769700577;2,557775052;24,49072973;Rennrad;10.04.2018;17:48:28;10:09:19;73;183;Training
892,4;62,70288;518,8;57,438;257,6;48,80906629;48,6658572;9,645343814;9,460447747;25,12071097;Rennrad;14.09.2019;18:43:31;15:57:11;73;183;Training
205,8;35,13271;325,4;49,0428;236,2;48,79832748;48,70364752;9,517357685;9,17078929;25,73224258;Rennrad;28.08.2019;09:57:41;08:37:45;73;183;Pendeln
1986,6;60,48881;2616,4;59,1516;1379,8;46,96980994;46,8605199;11,02749743;10,91427854;24,17813038;Rennrad;21.07.2020;13:54:38;09:32:09;73;183;Training
1062,6;41,4136;486;56,5668;276,4;48,76622463;48,71590588;9,560266994;9,490841953;25,56972537;Rennrad;01.05.2018;18:12:58;16:17:28;73;183;Training
401,6;31,07899;528;57,204;296;48,77805124;48,70832227;9,561173497;9,441058813;27,23991672;Rennrad;27.04.2019;12:54:12;11:40:33;74;183;Training
281,2;20,1138;496,4;44,4744;272,6;48,7662232;48,71548126;9,561105855;9,490817562;25,28292105;Rennrad;25.02.2018;13:46:30;12:58:13;74;183;Training
311,4;13,12536;460,2;43,0956;266;48,74679722;48,71392356;9,516852843;9,484747723;18,3215982;Rennrad;26.03.2020;18:12:07;17:24:16;75;183;Training
456,4;46,57771;471,2;44,2404;275,4;48,78595135;48,70776814;9,704801934;9,515724555;25,32775425;Rennrad;25.06.2020;18:51:18;16:56:42;73;183;Training
595,8;45,2003;552,4;55,6596;186,4;48,25834852;48,07689247;7,403614959;7,314097993;25,40218937;Rennrad;29.06.2018;18:30:15;16:24:56;73;183;Training
2017,6;135,38484;709,8;66,2724;205;48,81125255;48,61548624;9,89815115;9,393900298;25,99496713;Rennrad;12.04.2020;16:26:01;10:18:55;74;183;Training
192,4;34,5777;320,4;44,9424;224,4;48,79828289;48,70360896;9,517239165;9,170737322;27,33802813;Rennrad;02.06.2017;08:24:06;07:08:34;73;183;Pendeln
402,8;24,83175;494,8;53,3088;298,4;48,76616235;48,71701892;9,561062017;9,490874223;27,66502136;Rennrad;19.08.2019;19:07:59;18:07:35;73;183;Training
356,6;20,36067;501,8;54,9216;287,4;48,77145577;48,71568284;9,521666067;9,49074422;27,32697931;Rennrad;18.06.2020;13:51:36;12:59:44;73;183;Training
342,8;58,86194;138,6;44,7084;-10,2;39,53860377;39,36847209;2,826931207;2,71129908;25,7592;Rennrad;13.04.2018;15:05:43;12:36:16;73;183;Training
949;52,1389;493,4;59,2524;241,4;48,79834768;48,71635448;9,561130581;9,404848991;26,97627492;Rennrad;06.05.2017;14:12:25;11:59:41;74;183;Training
787,6;62,86034;589,8;52,2684;269,4;48,72040889;48,58668711;9,617354712;9,448004644;26,38828369;Rennrad;01.09.2019;12:12:14;09:32:20;73;183;Training
213,8;9,50851;479,6;43,3656;280,8;48,74616455;48,71550255;9,532092651;9,506512927;22,46297056;Rennrad;15.06.2016;19:41:09;19:15:46;73;183;Training
361,8;33,3171;397,2;51,1596;280,2;48,72036749;48,6637365;9,625181397;9,514871361;27,32596071;Rennrad;18.07.2020;15:54:13;14:37:56;73;183;Training
1075,4;51,76183;524;54,18;306,4;48,76652637;48,71545854;9,532161718;9,490541713;26,34224378;Rennrad;02.09.2017;16:39:29;14:32:28;73;183;Training
986,6;104,98136;553,4;52,3692;2,6;39,57203784;39,46484797;3,145767152;2,711385414;26,33620013;Rennrad;24.03.2019;15:40:41;10:03:46;75;183;Training
253;34,9961;327,8;37,5876;227,6;48,79820393;48,70365808;9,517283253;9,168979805;21,49868624;Rennrad;04.09.2017;20:03:24;18:27:16;73;183;Training
198,2;34,94373;313,6;41,382;225,6;48,8000078;48,70365062;9,517250648;9,170826506;25,77948712;Rennrad;04.07.2017;08:15:51;06:54:24;73;183;Pendeln
544,6;42,00886;468,4;52,434;269;48,74629548;48,64972288;9,625224313;9,495138098;24,2642234;Rennrad;27.07.2020;19:04:33;17:15:39;73;183;Training
155;35,10482;308,8;42,3576;220;48,79825775;48,70366269;9,517236482;9,170939997;24,76458174;Rennrad;17.07.2019;08:21:05;06:57:48;73;183;Pendeln
273,4;24,40173;487,6;54,3816;281,6;48,76646955;48,71546659;9,561155224;9,490525033;29,29620659;Rennrad;22.07.2017;15:42:41;14:49:37;73;183;Training
1993,8;58,38392;2625,4;64,224;1315,2;46,96758312;46,8616901;11,02763481;10,91538521;24,00752648;Rennrad;25.07.2018;13:48:08;09:31:45;73;183;Training
295,8;20,681;529;51,7644;310,4;48,76621499;48,71134076;9,561111722;9,490896016;28,76230789;Rennrad;23.06.2018;15:17:05;14:31:14;73;183;Training
1243,4;76,46421;762,4;53,3088;279,6;48,7559257;48,57432196;9,657693207;9,497066019;25,134;Rennrad;12.06.2020;18:44:06;15:17:49;73;183;Training
1699,2;102,88496;884,2;56,0952;280,6;48,71720357;48,49411947;9,6969009;9,431683319;25,74404204;Rennrad;08.03.2020;15:57:04;11:10:46;75;183;Training
1394,8;84,05668;820,4;56,0952;277,2;48,76663442;48,54359298;9,696908528;9,490564009;25,49587412;Rennrad;26.04.2020;15:21:25;11:30:30;74;183;Training
460;50,49022;516,2;52,5024;275;48,78590768;48,70778382;9,691891037;9,514867673;27,06149868;Rennrad;15.04.2020;14:38:11;12:40:34;74;183;Training
502;30,32181;501;58,716;251,8;48,79750748;48,71551051;9,561037123;9,46046317;27,0808153;Rennrad;09.08.2019;09:27:11;08:10:37;73;183;Training
194;37,23712;344,2;41,1804;252;48,79828339;48,70363595;9,517324325;9,166905116;22,3085477;Rennrad;11.06.2018;09:07:41;07:16:11;73;183;Training
550;33,34584;449,4;54,18;194,2;48,79750094;48,71701112;9,528368907;9,460415561;26,12741176;Rennrad;10.05.2020;14:06:16;12:40:24;73;183;Training
358,8;36,20091;408,8;50,8572;293;48,72039624;48,65000887;9,625191288;9,514867086;27,66903158;Rennrad;21.05.2020;17:50:07;16:28:46;73;183;Pendeln
488;27,81743;495,8;52,1316;288,8;48,74605768;48,67912123;9,584306376;9,495198699;24,81841987;Rennrad;17.11.2018;15:54:56;14:35:35;75;183;Training
305,2;22,51246;412,2;39,7044;264,2;48,74377688;48,69986191;9,517273698;9,468219699;18,43472231;Rennrad;14.06.2020;19:23:24;18:04:57;73;183;Training
641;42,32402;508,8;61,7724;306,8;48,76648547;48,71698589;9,561185902;9,490580102;29,24585871;Rennrad;25.08.2019;09:57:19;08:19:25;73;183;Training
544,4;26,34437;510,4;40,4424;281,2;48,77856203;48,71549509;9,589578006;9,490589993;18,93291878;Rennrad;20.04.2020;13:24:29;11:50:26;74;183;Training
198,2;13,08003;335,2;40,6116;267,8;48,71713635;48,69983492;9,523444287;9,466017103;19,60069222;Rennrad;26.02.2020;11:29:54;10:48:38;75;183;Training
345,2;14,20517;475,4;38,3256;275,4;48,74682236;48,71391602;9,517285852;9,480513604;18,66636514;Rennrad;01.04.2020;13:41:12;12:50:20;75;183;Training
523,2;35,3056;475,4;56,0304;248;48,79162129;48,71702629;9,517559269;9,404835664;29,40557738;Rennrad;09.04.2020;17:49:11;16:32:44;74;183;Training
496,6;31,83537;496,4;56,0628;254,2;48,7974753;48,71547086;9,561179448;9,460473564;27,27042826;Rennrad;21.04.2018;19:02:08;17:46:27;73;183;Training
1742,6;100,53716;680,6;56,232;149;48,75593827;48,52838209;9,697368108;9,447952509;27,1142769;Rennrad;04.08.2019;11:58:09;07:40:52;73;183;Training
207,8;9,54886;467,8;48,2688;274,4;48,74613957;48,71549291;9,53211939;9,506560704;22,16602772;Rennrad;28.05.2016;14:32:50;14:05:23;74;183;Training
741;62,24814;483;52,8372;231,2;48,81123913;48,70852889;9,656497529;9,386221217;25,6457268;Rennrad;28.03.2020;16:06:25;13:30:07;75;183;Training
652,8;39,75469;477,8;52,7364;230,4;48,81311366;48,71702679;9,517498752;9,266219437;21,99980737;Rennrad;21.07.2019;11:28:00;09:23:10;73;183;Training
952,8;78,9958;473,6;63,9576;236,8;48,81285852;48,70276205;9,723553676;9,388149306;25,42855335;Rennrad;27.10.2019;14:34:38;11:04:35;74;183;Training
273,8;27,379;376,2;48,1356;267;48,73188866;48,70777317;9,645342138;9,514885359;24,41253253;Rennrad;07.04.2019;13:10:57;12:01:59;75;183;Training
718,8;100,96364;239,8;51,3252;-8,6;39,66643869;39,45389525;2,93210255;2,710156795;23,53214577;Rennrad;29.03.2019;17:16:23;11:16:32;75;183;Training
375,2;33,04789;405;49,914;283,8;48,72039984;48,66375175;9,625180056;9,514894914;26,98068353;Rennrad;30.05.2020;18:26:49;17:10:02;73;183;Training
5141;224,91476;2475;65,9052;675;47,24956468;46,81273836;11,50928278;10,87802153;26,54857551;Rennrad;23.07.2020;19:06:24;06:09:20;73;183;Training
481,8;28,26953;494,6;47,196;290,2;48,74609037;48,68564067;9,617389496;9,506600099;24,40333996;Rennrad;01.03.2020;13:10:28;11:54:49;75;183;Training
299;24,46954;455,8;51,5628;234,4;48,7664936;48,71542124;9,561107615;9,490545988;27,57622711;Rennrad;11.02.2017;16:19:16;15:23:55;76;183;Training
293;24,43592;480,4;55,5264;265,2;48,76650492;48,71548469;9,561203001;9,49054976;28,13263956;Rennrad;14.04.2017;14:39:05;13:43:21;75;183;Training
298,2;24,53234;490,6;53,5428;274,4;48,76651581;48,71548176;9,561175844;9,490561578;26,67124096;Rennrad;09.10.2016;12:57:54;12:02:13;74;183;Training
191,2;34,61146;228,8;41,5836;135,8;48,79821525;48,70361759;9,517131876;9,170804042;25,04821718;Rennrad;21.07.2017;07:49:14;06:26:58;73;183;Pendeln
1370,4;100,7587;1373,2;65,232;720;47,23161475;46,95604367;11,01368993;10,75135639;29,74290088;Rennrad;20.07.2020;14:02:44;09:31:11;73;183;Training
82,6;12,16874;315,4;33,7248;275,2;48,71906754;48,7130298;9,548721677;9,511191538;21,51218118;Rennrad;15.07.2020;17:54:03;17:19:18;73;183;Training
466,8;33,24051;487;52,6356;279,6;48,77475313;48,71702797;9,561145166;9,486001153;25,2728065;Rennrad;10.07.2020;18:13:17;16:43:21;73;183;Training
154,2;34,08057;315,2;34,2612;220,4;48,79815063;48,70365791;9,517316278;9,173799902;19,49934181;Rennrad;16.01.2020;08:34:33;06:51:43;76;183;Training
283,4;24,35089;487,2;63,6552;273;48,76652302;48,71546851;9,561152961;9,490519166;29,36913261;Rennrad;03.10.2017;17:42:14;16:48:45;73;183;Training
1082,4;62,47651;488,4;58,986;241,8;48,79754302;48,71549584;9,561059838;9,460453447;28,11927895;Rennrad;19.08.2018;10:19:38;07:49:26;71;183;Training
293,6;22,73371;395,8;54,684;289,8;48,72036371;48,68570597;9,617435765;9,514873037;25,96413719;Rennrad;19.03.2020;15:46:48;14:49:47;75;183;Training
546,8;33,67788;494;59,7564;274,8;48,7690137;48,7083014;9,561144747;9,463601187;25,68598495;Rennrad;27.07.2019;18:34:25;17:02:54;73;183;Training
287,6;24,45526;447,2;48,7404;225,8;48,76649142;48,71545552;9,561160002;9,490586724;26,84546164;Rennrad;05.02.2017;16:56:36;16:00:49;76;183;Training
408,2;24,88189;512,8;50,5548;257,4;48,76017675;48,69091893;9,524441399;9,45261444;23,87307951;Rennrad;23.01.2018;11:52:40;10:46:00;75;183;Training
166,4;34,9812;296,8;46,7244;207,6;48,79808893;48,70366361;9,517277135;9,170806222;24,92140747;Rennrad;13.09.2019;08:55:22;07:32:46;73;183;Pendeln
