Hm;km;maxHm;max_speed;minHm;position_lat_max;position_lat_min;position_long_max;position_long_min;speed;type;date;endtime;starttime;rider_weight;rider_height;ride_type
421,8;30,27806;479,4;54,1476;263,8;48,76650081;48,70269567;9,584313249;9,49049796;26,91091171;Rennrad;19.05.2018;08:31:30;07:15:54;73;183;Training
1578,8;88,2844;714,4;54,0468;269,2;48,71729828;48,53472769;9,537527394;9,377313433;24,96883334;Rennrad;26.08.2018;11:40:21;07:40:05;71;183;Training
450,8;40,58774;390,4;52,8372;273,6;48,72039439;48,64029273;9,617373822;9,465089981;27,16925325;Rennrad;14.07.2018;19:06:57;17:35:29;73;183;Training
371,6;21,5971;470,6;56,7684;253;48,76650592;48,71548763;9,561172994;9,490687726;27,82085013;Rennrad;16.09.2017;18:11:36;17:19:14;73;183;Training
790,4;51,73514;491,6;57,708;256,6;48,79156765;48,71550079;9,561126893;9,404836334;28,051532;Rennrad;20.05.2017;12:23:20;10:24:06;73;183;Training
349,6;15,44892;477,4;42,7284;293,8;48,74625851;48,71586515;9,518952509;9,506463306;24,02862191;Rennrad;01.09.2017;19:14:27;18:33:52;73;183;Training
768;53,01437;485,4;54,9216;249,6;48,79153445;48,71548117;9,561263351;9,404844549;27,90977291;Rennrad;15.07.2017;14:38:53;12:36:39;73;183;Training
463,2;24,26831;494,6;39,6036;271,4;48,76648011;48,71543792;9,561077356;9,489392722;18,037471;Rennrad;19.01.2019;16:14:18;14:47:12;76;183;Training
290;38,47695;321;41,9868;235,4;48,73924211;48,70183853;9,51735693;9,301588973;24,82067281;Rennrad;30.07.2016;17:26:02;15:40:48;73;183;Training
285,4;24,47545;503;49,5792;287,8;48,76624567;48,71545116;9,561164947;9,490733491;26,73777257;Rennrad;18.06.2016;08:59:06;08:04:36;73;183;Training
447,6;31,79285;490;52,0308;267,6;48,76044832;48,67906457;9,542215811;9,444150561;26,33957364;Rennrad;13.04.2020;14:03:18;12:42:14;74;183;Training
770,8;62,01934;540,8;54,9216;275,8;48,78591673;48,7077772;9,746131757;9,506511921;25,77567108;Rennrad;24.05.2020;14:46:03;12:08:00;73;183;Training
1631,8;148,49386;543;62,5788;253,6;48,87389688;48,62032821;9,560313094;8,927806467;28,79524855;Rennrad;26.05.2019;13:07:01;07:10:59;74;183;Training
251,4;37,22091;369,4;38,664;224,4;48,79818248;48,70366654;9,52682429;9,173405869;21,66959388;Rennrad;27.06.2018;19:51:41;18:08:05;73;183;Training
349;27,06948;336,8;41,6844;249,6;48,71719284;48,6922783;9,517283756;9,41136525;18,05316415;Rennrad;06.07.2020;19:02:57;17:29:34;73;183;Training
427,2;35,04526;413;48,2688;261,6;48,74651894;48,70850642;9,674053509;9,514857195;23,313075;Rennrad;06.04.2019;19:08:33;16:17:32;75;183;Training
583;38,31181;471,6;56,736;201,2;48,80902011;48,71544379;9,560316196;9,460458392;25,86954;Rennrad;28.09.2019;16:13:12;14:31:33;73;183;Training
444;16,43322;558,4;37,0836;342;48,75658561;48,7139415;9,516515806;9,48291963;18,01432263;Rennrad;23.03.2020;16:23:22;15:25:15;75;183;Training
1148,4;80,03429;624;53,946;299,4;48,76642914;48,58674386;9,584340742;9,448899329;27,02587789;Rennrad;23.07.2017;15:18:59;12:05:54;73;183;Training
272,8;35,41842;350,4;41,2488;240,2;48,79810687;48,70367467;9,517179234;9,170820471;24,57227134;Rennrad;28.08.2019;19:28:05;18:01:52;73;183;Pendeln
1308,2;106,1261;501;60,8004;-4,8;39,79438777;39,53037324;2,769651962;2,60581526;26,00307755;Rennrad;27.03.2019;15:14:40;10:04:24;75;183;Training
208,8;23,42685;370,6;51,5628;274,8;48,72040755;48,6981774;9,618920786;9,514890974;27,82969131;Rennrad;13.05.2017;13:29:00;10:54:40;74;183;Training
758,2;41,11274;541,8;53,6436;280,4;48,80306192;48,70892434;9,588910388;9,490746735;25,92220224;Rennrad;07.03.2020;14:27:47;12:37:34;75;183;Training
266,2;35,32632;304,2;37,3536;213;48,79811576;48,70365422;9,517144784;9,170349156;22,96491801;Trecking;06.05.2020;19:37:06;18:07:39;73;183;Pendeln
236,6;35,24807;373,8;37,4544;252;48,7983269;48,70364886;9,517300855;9,170491733;21,14804645;Trecking;06.03.2019;18:58:39;17:20:23;75;183;Pendeln
174,4;35,51549;306,8;33,7572;210,6;48,79824433;48,70363863;9,517281828;9,170802534;19,11155077;Trecking;14.03.2018;09:19:42;07:27:43;74;183;Pendeln
308,2;35,65794;370,2;41,7204;248,2;48,79813495;48,70367685;9,517221227;9,170660796;23,87434718;Trecking;20.09.2019;18:53:16;17:22:39;73;183;Pendeln
155,2;34,89606;321;37,8576;221,4;48,79827116;48,70365506;9,517382076;9,170879396;23,2496296;Trecking;17.04.2018;07:32:40;06:03:48;73;183;Pendeln
195,2;35,26557;331,6;40,0068;240;48,79816655;48,70363654;9,517273027;9,170618886;22,82518686;Trecking;26.07.2019;20:23:58;18:53:11;73;183;Pendeln
147;35,18296;326,8;39,4344;238,4;48,79827275;48,70364944;9,517381322;9,170666412;23,37729859;Trecking;23.08.2018;08:47:46;07:19:25;71;183;Pendeln
240,6;35,33326;232,8;37,6884;140;48,7981471;48,7036274;9,517291635;9,170800438;20,42657248;Trecking;15.04.2019;19:01:05;17:18:17;75;183;Pendeln
204,6;34,68938;320,6;36,4464;234;48,79831659;48,70366076;9,51751845;9,17059944;21,52830534;Trecking;08.09.2017;08:49:27;07:13:13;73;183;Pendeln
199;34,61668;311,4;42,2892;212;48,79827032;48,70362011;9,517227095;9,170786273;23,33970678;Trecking;28.07.2017;08:21:02;06:52:36;73;183;Pendeln
192;35,30041;462,8;38,8656;374;48,79811341;48,70362799;9,517271686;9,170642188;23,19864078;Trecking;13.09.2019;19:06:22;17:36:33;73;183;Pendeln
262,6;35,89811;334,4;40,14;241,8;48,80002339;48,70365305;9,517295575;9,170750482;22,93762086;Trecking;28.07.2020;19:13:23;17:40:09;73;183;Pendeln
191,8;34,84457;360,2;40,176;259,2;48,79828717;48,7036668;9,517376795;9,170690468;21,6353605;Trecking;19.04.2018;08:24:38;06:48:21;73;183;Pendeln
373;35,45992;269,4;38,9664;136,2;48,80004267;48,70365129;9,517235309;9,170874786;21,12256106;Trecking;30.06.2017;20:35:42;18:52:12;73;183;Pendeln
224,4;36,09483;378,6;40,41;261;48,79831474;48,70368138;9,523435738;9,170893393;21,42295796;Trecking;16.10.2018;19:08:42;17:29:15;74;183;Pendeln
263,4;35,40041;342;37,7208;241,8;48,79828851;48,70366721;9,516492672;9,17063741;20,16267523;Trecking;26.05.2017;16:57:24;15:12:52;73;183;Pendeln
195,6;35,34657;364,2;41,9544;257,2;48,79827476;48,70366135;9,517341843;9,170791302;23,92138773;Trecking;22.07.2019;08:55:59;07:27:29;73;183;Pendeln
302;35,26934;391,2;40,0068;259,8;48,79819605;48,70364718;9,517330108;9,170769509;23,7192622;Trecking;23.08.2019;18:57:45;17:29:18;73;183;Pendeln
248,2;35,41315;401,2;39,0996;263;48,79814778;48,70366537;9,517124919;9,17050397;22,93052903;Trecking;04.06.2018;20:12:45;18:42:49;73;183;Pendeln
234;35,40561;371;36,9828;252,2;48,79829924;48,70375036;9,517272357;9,170829607;20,1527499;Trecking;21.08.2019;19:21:34;17:38:15;73;183;Pendeln
166,2;34,91304;342,6;41,3496;252,2;48,79824735;48,70365263;9,517271519;9,170871601;23,68553132;Trecking;05.06.2018;08:32:49;07:04:03;73;183;Pendeln
145;34,90439;367;38,7648;275,6;48,79825037;48,70362053;9,517275291;9,17085995;22,82676599;Trecking;27.06.2019;08:18:45;06:47:42;73;183;Pendeln
156;35,01129;317,8;37,62;228;48,79826982;48,70367434;9,517265903;9,170871768;23,0570347;Trecking;24.05.2019;08:51:39;07:19:16;74;183;Pendeln
243,2;34,93155;331;37,9584;246,8;48,79829815;48,70364903;9,517284762;9,17036768;22,19394667;Trecking;05.07.2017;21:30:24;19:55:39;73;183;Pendeln
159,4;34,8013;317,6;38,0592;229,4;48,79818306;48,70365757;9,517332036;9,170874031;23,49336362;Trecking;27.09.2018;08:59:15;07:30:18;73;183;Pendeln
203,8;34,66066;319,2;41,148;229,6;48,79825816;48,70365556;9,517218629;9,170757439;24,42025732;Trecking;11.05.2017;08:09:23;06:44:42;74;183;Pendeln
150,8;34,97137;320;39,0312;227,4;48,79826537;48,70361466;9,517297084;9,170826506;23,02904414;Trecking;14.06.2019;08:23:21;06:51:30;73;183;Pendeln
233,2;35,31678;367,8;38,5956;252,6;48,79811534;48,70362774;9,517298257;9,170640763;21,68299915;Trecking;20.03.2020;17:57:08;16:22:13;75;183;Pendeln
248,8;35,2425;273;38,5956;185;48,79819555;48,70359387;9,517208571;9,170443872;22,55019567;Trecking;17.04.2018;19:02:53;17:33:06;73;183;Pendeln
243;35,29396;392,4;39,4344;264,8;48,79813151;48,70363964;9,517279817;9,170289729;21,22454344;Trecking;18.03.2020;18:30:38;16:51:52;75;183;Pendeln
226;36,75832;380,4;39,906;262,2;48,79821072;48,70373628;9,523455855;9,17059483;22,82603578;Trecking;28.08.2018;20:30:08;18:56:10;70;183;Pendeln
204,4;34,63358;314,6;39,9384;221,2;48,7982979;48,70363402;9,517253917;9,170968328;24,83992182;Trecking;07.08.2017;08:22:22;06:58:38;73;183;Pendeln
204,4;35,84772;315;41,5512;221,8;48,80002792;48,70363696;9,517305885;9,170619557;24,50280376;Trecking;28.07.2020;09:35:13;08:07:26;73;183;Pendeln
226,4;34,88815;322,4;38,5632;228,6;48,7983041;48,70365908;9,517246457;9,170846287;23,1109425;Trecking;17.10.2017;09:36:01;08:04:11;74;183;Pendeln
198,6;35,77075;406;39,4344;312;48,79825196;48,7036274;9,517183928;9,170136843;22,75387407;Trecking;14.06.2019;16:59:17;15:25:40;73;183;Pendeln
192,8;34,60718;314;40,0752;215,4;48,79829588;48,703659;9,517288366;9,171127668;23,119515;Trecking;03.04.2017;09:02:25;07:35:05;75;183;Pendeln
244,8;34,93293;284;39,132;189,6;48,79832723;48,70367249;9,517211672;9,170635063;21,83184301;Trecking;16.03.2017;19:01:20;17:26:37;75;183;Pendeln
162,2;35,00671;320,6;40,5756;230,8;48,79829982;48,70367895;9,51728493;9,170847544;22,76293729;Trecking;17.05.2019;09:08:53;07:37:29;74;183;Pendeln
276,4;34,92096;371,4;38,2932;244,4;48,79830862;48,70365967;9,517295491;9,170592651;22,90382575;Trecking;06.07.2017;20:59:34;19:30:20;73;183;Pendeln
242;34,8767;327,4;39,636;233,6;48,79832027;48,70368917;9,517261796;9,170459462;23,63916574;Trecking;18.05.2017;19:37:30;18:09:28;73;183;Pendeln
219;36,48139;372,4;39,3012;260,6;48,79819949;48,70367509;9,523481587;9,170799097;23,4787334;Trecking;27.09.2018;20:06:37;18:33:46;73;183;Pendeln
280;36,08056;427,4;39,4344;265,8;48,79839596;48,70362229;9,517315105;9,170668675;22,64638756;Trecking;15.07.2019;20:12:20;18:36:54;73;183;Pendeln
264,2;35,84254;296,4;37,3536;204,6;48,8000187;48,70363754;9,517236818;9,170882748;22,50070754;Trecking;17.07.2020;18:37:31;17:04:49;73;183;Pendeln
245,2;34,89401;343,8;38,9664;255,6;48,79830628;48,70365649;9,517302699;9,170598434;24,145875;Trecking;23.05.2017;19:13:30;17:48:25;73;183;Pendeln
150,4;35,17382;316;40,1076;218,6;48,79829907;48,70364198;9,517280068;9,170778478;23,43896358;Trecking;15.07.2019;10:03:29;08:34:00;73;183;Pendeln
221,2;35,40081;363,6;42,2244;250,6;48,79818927;48,7036093;9,517229861;9,170766911;23,85245902;Trecking;18.07.2019;20:26:55;18:58:26;73;183;Pendeln
275,4;35,36697;423,2;44,3736;259,8;48,79832597;48,70361508;9,517231705;9,170697089;22,13477125;Trecking;27.06.2019;21:14:39;19:40:50;73;183;Pendeln
154,2;35,01156;324,4;42,1236;232,4;48,79827761;48,70362463;9,517272525;9,170768503;22,73901555;Trecking;05.06.2019;07:45:22;06:15:23;73;183;Pendeln
245,8;34,86605;352;38,3256;260;48,7982937;48,70366001;9,51713833;9,17080991;22,42800777;Trecking;24.05.2017;19:34:09;18:01:11;73;183;Pendeln
160,6;35,68667;337,4;39,672;244,8;48,7982616;48,70362002;9,517307142;9,170921054;21,6154086;Trecking;18.06.2018;08:56:13;07:18:10;73;183;Pendeln
241;34,79488;361,6;39,2004;273;48,79828926;48,70364911;9,517228687;9,170507072;23,79028704;Trecking;17.07.2017;20:31:41;19:05:03;73;183;Pendeln
196,2;35,1139;332,4;39,7728;242,6;48,7982958;48,7036181;9,517116118;9,170466503;22,47713963;Trecking;02.05.2018;19:16:42;17:43:22;73;183;Pendeln
252,4;35,27613;354,4;39,7728;270,4;48,79814048;48,70364534;9,517171355;9,17056256;24,02867139;Trecking;04.06.2020;19:32:09;18:04:21;72;183;Pendeln
155,4;34,8876;309,8;38,2932;211,8;48,79822606;48,70365917;9,517257521;9,170850897;22,12327146;Trecking;02.05.2018;08:14:34;06:39:31;73;183;Pendeln
252,6;35,07201;333,2;40,4424;239;48,79832665;48,70364852;9,517214606;9,170468766;23,60857263;Trecking;04.08.2017;20:14:34;18:46:34;73;183;Pendeln
241,6;34,82491;284;38,394;190,6;48,79829882;48,70363327;9,517279398;9,170688791;23,39506029;Trecking;15.03.2017;18:47:26;17:20:18;75;183;Pendeln
212,6;34,61226;320,2;40,878;222,2;48,79829773;48,70365263;9,517431529;9,170740088;22,42069875;Trecking;04.04.2017;09:24:32;07:48:58;75;183;Pendeln
159,8;34,83971;318,4;37,2852;229,2;48,79822615;48,70363302;9,517280739;9,170814771;22,28516615;Trecking;11.05.2018;08:16:06;06:43:03;73;183;Pendeln
224,8;36,01098;353,2;41,6844;242;48,79829228;48,70362095;9,51718552;9,170436244;23,17674592;Trecking;10.07.2019;20:25:42;18:53:25;73;183;Pendeln
218,6;36,72267;370,4;40,4424;253;48,79821114;48,7036248;9,523436576;9,170503551;23,43647923;Trecking;23.08.2018;19:38:58;18:05:41;71;183;Pendeln
184,6;35,11658;322;36,6804;215,8;48,79825557;48,70366177;9,517177977;9,170653839;20,09082269;Trecking;01.08.2018;09:03:21;06:24:44;73;183;Pendeln
257,2;36,37722;398,2;37,9908;270,6;48,79820067;48,70363461;9,517197926;9,170600194;21,02990579;Trecking;08.07.2019;21:10:39;19:26:58;73;183;Pendeln
212,4;35,31722;280,6;39,2004;196,4;48,79814995;48,70362983;9,517303873;9,171029264;21,30483019;Trecking;16.03.2020;18:31:08;16:54:52;75;183;Pendeln
208,2;35,31076;339;37,656;241,4;48,79817502;48,70364877;9,517208822;9,170555938;21,80801274;Trecking;22.08.2019;17:11:00;15:33:01;73;183;Pendeln
225,4;36,6238;376,4;41,3172;257,6;48,79824182;48,70366068;9,523418304;9,170742352;23,57100771;Trecking;11.09.2018;19:30:57;17:57:51;70;183;Pendeln
190,6;34,62428;314,6;40,7448;218,6;48,79821324;48,70362975;9,517169092;9,170864141;23,17427881;Trecking;13.07.2017;08:39:19;07:11:02;73;183;Pendeln
231,4;36,78433;369,6;41,7528;255;48,79820209;48,70364182;9,523536405;9,171257587;23,32404603;Trecking;21.06.2018;20:24:39;18:51:29;73;183;Pendeln
244,4;34,95417;344,2;37,1844;253,8;48,79819932;48,70365548;9,517285097;9,170628358;22,5328649;Trecking;22.05.2017;20:26:48;18:54:22;73;183;Pendeln
190;35,28304;324;37,656;236,6;48,79823436;48,70365732;9,517241847;9,170428533;21,5888017;Trecking;05.06.2019;20:55:49;19:16:41;73;183;Pendeln
30,6;8,6965;290,4;68,1552;244,4;48,8000508;48,7730708;9,242449533;9,170556776;21,68605036;Trecking;09.07.2019;20:48:07;20:22:32;73;183;Training
196,4;35,21761;394,2;38,9664;305,4;48,79830007;48,70365238;9,51730404;9,170530206;21,86904428;Trecking;11.05.2018;19:43:32;18:08:29;73;183;Pendeln
226,8;35,37722;364,6;39,4704;253,2;48,79814107;48,70364668;9,517217539;9,170339182;23,14080397;Trecking;05.06.2018;22:11:30;20:41:30;73;183;Pendeln
157,2;35,04402;316,6;43,1316;226,6;48,7982611;48,70368063;9,517234219;9,170794738;23,43229815;Trecking;11.09.2018;08:07:40;06:38:16;70;183;Pendeln
199,2;34,62327;317;40,7124;225,6;48,79826009;48,70364014;9,517304627;9,170800941;24,2230062;Trecking;04.08.2017;08:17:50;06:52:06;73;183;Pendeln
165;34,96083;330,2;44,9784;240,4;48,79823243;48,70364861;9,517331952;9,170805886;23,50250627;Trecking;18.09.2018;09:17:30;07:48:09;72;183;Pendeln
200,8;34,76373;293,8;36,108;199;48,79829253;48,70365774;9,516855357;9,170816615;21,49182628;Trecking;26.09.2018;08:58:38;07:20:14;72;183;Pendeln
209,8;35,35469;353;39,9384;250,4;48,79830468;48,70367174;9,517242853;9,17077261;22,11269871;Trecking;02.08.2019;20:37:14;19:02:26;73;183;Pendeln
203,6;34,65757;319,4;40,374;226,8;48,79828993;48,70365405;9,517359864;9,170813598;23,58841143;Trecking;12.04.2017;08:39:28;07:08:35;75;183;Pendeln
158,8;34,93754;316,6;36,7128;221,6;48,79826085;48,70366571;9,517336395;9,170667417;21,62507089;Trecking;25.02.2019;09:57:36;08:21:06;75;183;Pendeln
127,2;6,90409;307,6;33,894;203,4;48,80087541;48,71525746;9,526039325;9,170608073;17,65374868;Trecking;11.06.2018;20:00:21;19:02:14;73;183;Training
242,4;36,31303;364,6;39,132;274,4;48,79830276;48,70364626;9,523566663;9,170807227;23,52675078;Trecking;16.05.2017;19:26:57;17:53:34;74;183;Pendeln
325,6;35,30341;400,4;40,3416;252;48,79811257;48,7036533;9,517284762;9,17073464;23,93017425;Trecking;19.09.2019;18:40:49;17:14:42;73;183;Pendeln
208,8;34,5542;318,2;40,0392;210,4;48,79811919;48,70366453;9,517300855;9,170746543;24,16711187;Trecking;19.09.2019;09:29:40;07:59:03;73;183;Pendeln
151;35,04067;306,2;42,66;218,4;48,79828474;48,7036274;9,517239835;9,170771353;23,63923242;Trecking;21.08.2018;11:16:10;09:48:06;71;183;Pendeln
163,4;35,0363;339;41,6196;244,6;48,79828189;48,70366101;9,51722106;9,170841174;23,99085141;Trecking;02.07.2019;09:49:48;08:22:47;73;183;Pendeln
160,2;35,00265;309,2;40,0068;216,2;48,79825096;48,70368465;9,51730689;9,17077898;22,64442985;Trecking;14.08.2019;09:28:05;07:56:09;73;183;Pendeln
243,2;34,76795;335,2;42,2568;243,4;48,7983212;48,70365833;9,517274117;9,170906972;25,09537744;Trecking;02.06.2017;18:57:48;17:35:56;73;183;Pendeln
156;34,93731;318,6;37,9584;232,8;48,7982922;48,70366361;9,517266406;9,170894986;20,76435983;Trecking;03.06.2019;08:35:58;06:55:36;73;183;Pendeln
225,2;35,93287;343,4;39,7044;246,8;48,79832262;48,70360326;9,517257521;9,170248741;20,06514034;Trecking;12.04.2019;18:19:51;16:35:10;75;183;Pendeln
275;35,19184;348,4;37,8216;237,6;48,79820318;48,70363905;9,517296329;9,171571741;21,26772295;Trecking;17.10.2017;18:41:56;17:04:28;74;183;Pendeln
153,6;35,00187;313,6;38,628;221,4;48,7981083;48,70363846;9,517091056;9,170789206;22,9903634;Trecking;20.03.2020;09:55:49;08:24:57;75;183;Pendeln
142,4;34,66618;359,6;43,0632;273;48,79827367;48,70363561;9,517378053;9,170774035;23,90138509;Trecking;17.07.2018;08:51:15;07:23:58;73;183;Pendeln
188,2;35,36226;315,8;39,8736;228,6;48,79830351;48,70365146;9,517200356;9,170264583;24,01147895;Trecking;08.08.2019;20:25:11;18:57:33;73;183;Pendeln
204,2;35,25787;328,6;37,2852;234,6;48,79815641;48,70367141;9,517211756;9,17002067;20,65718734;Trecking;15.05.2019;20:03:29;18:23:30;74;183;Pendeln
197,2;34,61067;328;41,2164;237,8;48,79825766;48,70364366;9,517321978;9,170759702;23,96997495;Trecking;06.07.2017;09:07:40;07:42:27;73;183;Pendeln
214,2;35,34313;352,6;39,0312;247,2;48,7982015;48,70361332;9,517319296;9,170673788;23,3536074;Trecking;02.07.2019;21:01:58;19:33:37;73;183;Pendeln
245,8;35,08163;456,8;40,9464;305;48,79833025;48,70361608;9,5175731;9,170728521;23,56683344;Trecking;09.07.2018;08:26:00;06:56:13;73;183;Pendeln
209,6;35,02276;323,4;39,8376;223,6;48,79810201;48,70361349;9,517310914;9,170750817;24,42754023;Trecking;18.09.2019;09:35:03;08:09:41;73;183;Pendeln
150,8;35,03622;317,2;44,4744;230,6;48,79825003;48,70366084;9,517150987;9,170911917;23,82465306;Trecking;21.06.2018;08:05:56;06:36:49;73;183;Pendeln
159,4;35,20804;296;41,6196;207,8;48,79829236;48,70364861;9,517253581;9,17095718;23,77140899;Trecking;16.07.2018;08:37:44;07:08:10;73;183;Pendeln
202,4;35,70458;338,6;39,3336;247;48,79830066;48,70372547;9,517271183;9,170790045;22,20165333;Trecking;03.08.2018;21:37:59;20:03:15;73;183;Pendeln
158;34,92904;319,4;42,93;227,8;48,79829312;48,70365934;9,517263807;9,170829859;21,99228655;Trecking;17.10.2018;08:45:54;07:10:39;74;183;Pendeln
238,2;35,25218;319,6;42,39;229,6;48,79828549;48,70362069;9,517263891;9,170763558;23,37804758;Trecking;05.07.2017;09:01:29;06:55:15;73;183;Pendeln
231,2;37,01813;384,6;42,1884;258;48,79813931;48,70362623;9,523502039;9,171196818;23,61356166;Trecking;20.07.2018;17:26:40;15:50:48;73;183;Pendeln
203,4;34,64193;318,6;39,3336;217;48,79826286;48,70363444;9,517229022;9,170805467;22,91232152;Trecking;24.05.2017;08:12:51;06:42:01;73;183;Pendeln
200,6;34,83027;344,2;39,672;249,4;48,79816881;48,70363603;9,517284678;9,171141582;23,49194227;Trecking;22.05.2018;19:48:17;18:20:59;73;183;Pendeln
147,4;34,97929;311,4;39,0312;217;48,7982725;48,70366252;9,517170265;9,170857687;24,27749903;Trecking;03.07.2019;09:00:57;07:34:15;73;183;Pendeln
231;34,64004;282,2;42,0552;191,4;48,79829446;48,70363503;9,51725618;9,170785686;25,80843165;Trecking;08.08.2017;07:59:17;06:39:46;73;183;Pendeln
164,4;34,9207;349;39,8052;255,8;48,79826789;48,70364433;9,517234974;9,17094511;23,71844669;Trecking;06.06.2018;08:15:59;06:47:19;73;183;Pendeln
164,8;35,127;295,8;38,9664;205;48,79827803;48,70365741;9,517159201;9,170696754;23,16949935;Trecking;28.08.2018;09:27:51;07:58:05;70;183;Pendeln
157,2;35,08099;305,6;36,9504;216,8;48,79828876;48,70365313;9,51731896;9,170769844;23,13303423;Trecking;27.08.2018;08:35:42;07:04:56;71;183;Pendeln
258,6;34,92408;336;41,5836;240;48,79824928;48,70363419;9,517272692;9,171956638;24,43228266;Trecking;12.04.2017;19:27:12;18:02:49;75;183;Pendeln
266,6;35,64068;381,8;38,9988;258,6;48,79999951;48,70365598;9,517388195;9,170727935;23,13040123;Trecking;07.07.2020;09:33:34;08:01:55;73;183;Pendeln
288,2;35,33804;246,8;38,7972;159,8;48,7982031;48,70365003;9,517313261;9,170409674;20,71714765;Trecking;27.09.2017;19:44:38;18:04:24;73;183;Pendeln
146;35,05021;352,8;44,5392;260,8;48,79822732;48,70359865;9,517273111;9,170836564;24,30403262;Trecking;03.07.2018;08:11:07;06:43:44;73;183;Pendeln
261;34,70948;349;39,3012;256,6;48,7983165;48,70368524;9,517246373;9,171026833;22,2977343;Trecking;04.04.2017;18:43:54;17:07:38;75;183;Pendeln
301,4;34,91626;416,2;37,8216;277,2;48,79826462;48,70369689;9,517190466;9,170362316;20,91158182;Trecking;12.09.2017;20:16:25;18:37:00;73;183;Pendeln
185,8;35,33796;350,4;37,8216;267,2;48,79822095;48,70361265;9,517286103;9,170575971;22,31280782;Trecking;25.06.2019;21:14:39;19:41:26;73;183;Pendeln
265,4;36,67713;268;39,906;178,4;48,79832463;48,70367593;9,523448059;9,170735059;23,11071244;Trecking;14.09.2018;19:34:45;17:58:57;70;183;Pendeln
289,2;35,34864;461,8;38,3256;290,4;48,79805122;48,70364894;9,517304543;9,170683846;21,93798846;Trecking;17.09.2019;19:13:04;17:35:38;73;183;Pendeln
349,4;42,50483;328,4;40,4424;220;48,80064055;48,70363553;9,526980277;9,170552501;21,09677603;Trecking;05.09.2019;09:02:46;05:07:20;73;183;Training
157;34,8705;330;40,2084;236,4;48,79823226;48,70360217;9,517308064;9,170886604;21,06236162;Trecking;18.05.2018;08:37:50;06:58:15;73;183;Pendeln
202;34,60645;315;39,5352;220,2;48,79826604;48,70363268;9,517277051;9,17076054;23,25088823;Trecking;22.05.2017;08:17:38;06:47:59;73;183;Pendeln
224,6;35,00291;388;39,7728;256,6;48,79825439;48,70366604;9,517216114;9,170882497;24,11534596;Trecking;16.08.2019;09:26:50;08:01:08;73;183;Pendeln
245,8;34,77427;350,4;42,0876;251,6;48,79997654;48,70363411;9,515383495;9,170775628;23,36753956;Trecking;30.06.2017;08:39:34;07:10:24;73;183;Pendeln
197,2;34,7797;315,8;38,2932;218,2;48,79829228;48,70363821;9,517255509;9,170704382;22,55096367;Trecking;31.05.2017;08:20:43;06:48:37;73;183;Pendeln
165,4;34,90388;304,4;36,108;206,2;48,79831231;48,70366923;9,517282834;9,170888867;21,2349728;Trecking;23.10.2018;09:02:45;07:25:04;75;183;Pendeln
137,2;8,12179;269,4;36,0432;176,6;48,8008128;48,7146776;9,526278041;9,170550322;19,0157224;Trecking;08.03.2017;19:17:43;17:58:10;75;183;Training
216,8;34,86088;377,8;38,7972;250,4;48,79826194;48,70365422;9,517343352;9,170884425;22,1696293;Trecking;09.10.2018;09:02:16;07:28:19;73;183;Pendeln
270;34,93106;371,4;39,5028;254,6;48,79833058;48,7036828;9,517349219;9,170575971;23,42403758;Trecking;18.07.2017;21:01:33;19:34:34;73;183;Pendeln
254,4;34,91857;348;38,124;248,8;48,79831349;48,7036673;9,517320301;9,170694156;21,28129979;Trecking;11.07.2017;20:55:36;19:19:29;73;183;Pendeln
210,2;36,6863;366;41,418;262;48,7981953;48,70369345;9,523467002;9,170824997;23,33515145;Trecking;17.09.2018;18:54:54;17:20:57;72;183;Pendeln
233,2;35,11197;364,6;40,0752;274,6;48,79821223;48,70362815;9,517289288;9,170547305;23,28342692;Trecking;07.08.2017;20:42:20;19:13:36;73;183;Pendeln
149,8;35,02416;319,2;39,2004;225,2;48,79825532;48,70364056;9,517306807;9,170604888;21,39320582;Trecking;30.07.2019;08:47:17;07:10:04;73;183;Pendeln
206,8;34,62967;324,2;36,648;242,4;48,79821114;48,70361223;9,51729767;9,170866907;23,44833117;Trecking;24.07.2017;07:44:31;06:15:12;73;183;Pendeln
215,6;35,02991;319;41,7852;219,4;48,79810528;48,7036616;9,517316781;9,170812089;25,76584433;Trecking;20.09.2019;09:09:27;07:49:18;73;183;Pendeln
211,8;36,70795;362,2;40,6116;251,4;48,79831558;48,70369831;9,523477061;9,170789542;23,17311475;Trecking;10.09.2018;19:12:46;17:37:32;70;183;Pendeln
201;36,70387;343,4;42,426;249,6;48,79832304;48,70366227;9,523489969;9,170475975;23,09385979;Trecking;16.07.2018;20:36:24;18:59:04;73;183;Pendeln
202,8;34,64786;340,8;40,2084;246,2;48,79827107;48,70363821;9,517214773;9,170891717;23,4905987;Trecking;31.07.2017;08:47:59;07:20:52;73;183;Pendeln
143,4;34,99959;334,2;36,4464;238;48,79812372;48,70365975;9,517244026;9,170760205;21,16655331;Trecking;10.06.2020;09:45:08;08:03:58;73;183;Pendeln
185,2;34,89545;293,4;40,7448;200,6;48,79826034;48,7036569;9,51717345;9,170637997;21,84449874;Trecking;05.03.2019;09:32:24;07:57:08;75;183;Pendeln
266,4;35,34765;445,2;39,9744;291,6;48,79815054;48,70367845;9,517286941;9,170702789;23,02326249;Trecking;16.09.2019;19:35:22;18:05:07;73;183;Pendeln
